"","zip","Case.Type","Case.Number","Status","Source","Incident.Date","Incident.Time","Incident.Location.Type","Incident.Location","Incident.City","Incident.State","Incident.County","Child.ID.1","Child.ID.2","Child.ID.3","Child.ID.4","Child.ID.5","Child.ID.6","Child.Race.1","Child.Race.2","Child.Race.3","Child.Race.4","Child.Race.5","Child.Race.6","Child.Gender.1","Child.Gender.2","Child.Gender.3","Child.Gender.4","Child.Gender.5","Child.Gender.6","Child.Perceived.Age.1","Child.Perceived.Age.2","Child.Perceived.Age.3","Child.Perceived.Age.4","Child.Perceived.Age.5","Child.Perceived.Age.6","Offender.Gender.1","Offender.Gender.2","Offender.Gender.3","Offender.Race.1","Offender.Race.2","Offender.Race.3","Offender.Age.1","Offender.Age.2","Offender.Age.3","Offender.Perceived.Age.1","Offender.Perceived.Age.2","Offender.Perceived.Age.3","Vehicle.Style.1","Vehicle.Style.2","Vehicle.Color.1","Vehicle.Color.2","How.Got.Away","How.Got.Away.Detail","Offender.Method.Animal","Offender.Method.Candy","Offender.Method.Money","Offender.Method.Ride","Offender.Method.Other","Offender.Method.Other.Detail","city","state","latitude","longitude"
"1",10011,"Attempted Abduction",1231389,"Closed","Internet",NA,"3:45 PM","Street","140 8th Ave","New York","NY","New York",507686,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","Infant","","","","","","Female","","","White","","","47",NA,NA,"","","","","","","","Adult/Child Intervened","Multiple adults intervened",0,0,0,0,1,"None","New York","NY",40.741012,-74.00012
"2",10019,"Attempted Abduction",1254894,"Closed","Internet",NA,"11:00 AM","Trans Facility","7th Ave & W 53rd St","New York","NY","New York",543803,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","1","","","","","","Male","","","Black","","","",NA,NA,"50-59","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"Questions; Compliment","New York","NY",40.765714,-73.9856
"3",10021,"Attempted Abduction",1279213,"Closed","Internet",NA,"5:00 PM","Street","E 72nd St & 1st Ave","New York","NY","New York",577644,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","5 month","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"Compliment","New York","NY",40.76842,-73.96045
"4",10022,"Attempted Abduction",1248496,"Closed","Internet",2015-12-05,"10:30 AM","Playgrnd","W 84th St & W 85th St","New York","NY","New York",533566,533568,NA,NA,NA,NA,"Unknown","Unknown","","","","","Male","Male","","","","","2","Unknown","","","","","Female","","","Black","","","35",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","New York","NY",40.759015,-73.96732
"5",10023,"Attempted Abduction",1200435,"Closed","Internet",NA,"12:00 AM","Street","West 61st St","New York","NY","New York City",469692,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","White","","","",NA,NA,"40-50","","","","","","","Fought/Broke Free","",0,0,0,0,1,"None","New York","NY",40.776099,-73.98285
"6",10024,"Attempted Abduction",1250835,"Closed","Internet",NA,"12:00 AM","School - Facility","160 W 78th St","New York","NY","New York",537182,537183,NA,NA,NA,NA,"Unknown","Unknown","","","","","Unknown","Unknown","","","","","Unknown","Unknown","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","Sport Utility","","Black","","Ignored/Refused","",0,1,0,0,0,"","New York","NY",40.786387,-73.97709
"7",10029,"Attempted Abduction",1272427,"Closed","Internet",2016-07-07,"11:15 PM","Home - Residence","1st Ave & E 108th St","New York","NY","New York",568495,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","8","","","","","","Male","","","Hispanic","","","",NA,NA,"20-29","","","","","","","Fought/Broke Free","Suspect fled the area",0,0,0,0,1,"None","New York","NY",40.791586,-73.94575
"8",10102,"Attempted Abduction",1219496,"Closed","Internet",NA,"12:00 AM","Street","W Tilghman St & N 15th St","Allentown","PA","Lehigh",491133,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","13","","","","","","Male","","","Hispanic","","","30",NA,NA,"","","","","","Blue, Light","","Ignored/Refused","",0,0,0,1,0,"","New York","NY",40.780751,-73.977182
"9",10308,"Attempted Abduction",1253325,"Closed","Internet",2015-09-08,"3:00 AM","Home - Residence","Unknown","Staten Island","NY","New York",541422,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","7","","","","","","Male","","","Hispanic","","","32",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Staten Island","NY",40.551353,-74.15098
"10",10309,"Attempted Abduction",1280522,"Closed","Internet",NA,"5:30 PM","Retail - Mall/ Shop Ctr","Penton St & Amboy Rd","Staten Island","NY","New York",579447,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","8","","","","","","Male","","","Unknown","","","24",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"Question","Staten Island","NY",40.529749,-74.21304
"11",10451,"Attempted Abduction",1270475,"Closed","Internet",2016-10-05,"9:27 PM","Recreational - Other","Jerome Ave","Bronx","NY","New York",565763,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","6","","","","","","Male","","","White","","","",NA,NA,"30","","","Sport Utility","","Black","","Adult/Child Intervened","",0,0,0,0,1,"None","Bronx","NY",40.819729,-73.9223
"12",10467,"Attempted Abduction",1279963,"Closed","Internet",NA,"4:00 AM","Park","Bronx Blvd & E 213th St","Bronx","NY","New York",578727,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","15","","","","","","Male","","","Black","","","27",NA,NA,"","","","","","","","Other","The suspect fled",0,0,0,0,1,"Unknown","Bronx","NY",40.872265,-73.86937
"13",10468,"Attempted Abduction",1211536,"Closed","Internet",NA,"12:00 AM","Street","Unknown","Bronx","NY","New York City",481921,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","8","","","","","","Male","","","Black","","","",NA,NA,"20-30","","","","","","","Ran Away","",0,0,0,0,1,"None","Bronx","NY",40.867107,-73.89916
"14",10472,"Attempted Abduction",1255368,"Closed","Internet",NA,"2:30 PM","Street","1403 Taylor Ave","Bronx","NY","New York",544464,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","13","","","","","","Male","Male","","Unknown","Black","","",45,NA,"","","","","","Gray","","Fought/Broke Free","Ran away; Adult intervened",0,0,0,0,1,"None","Bronx","NY",40.830409,-73.86845
"15",10473,"Attempted Abduction",1224262,"Closed","Internet",2013-12-10,"7:30 AM","School - Bus Stop","Randall Ave and Olmstead Ave","Bronx","NY","New York City",497192,NA,NA,NA,NA,NA,"Hispanic","","","","","","Female","","","","","","16","","","","","","Male","","","Hispanic","","","",NA,NA,"Unknown","","","Van","","White","","Fought/Broke Free","",0,0,0,0,1,"None","Bronx","NY",40.818514,-73.85893
"16",10473,"Attempted Abduction",1228307,"Closed","Internet",NA,"4:00 PM","Street","Castle Hill Ave & Lafayette Ave","Bronx","NY","New York",503196,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","Hispanic","","","",NA,NA,"18","","","Van","","Blue","","Fought/Broke Free","",0,0,0,0,1,"None","Bronx","NY",40.818514,-73.85893
"17",10475,"Attempted Abduction",1195713,"Closed","Internet",2012-11-05,"7:00 AM","School - Facility","4140 Hutchinson River Parkway East","Bronx","NY","New York City",464477,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","6","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Bronx","NY",40.878522,-73.82541
"18",10530,"Attempted Abduction",1264736,"Closed","Internet",NA,"5:00 PM","School - Facility","500 W Hartsdale Ave","Hartsdale","NY","Westchester",557638,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","White","","","27",NA,NA,"","","","","","","","Other","Suspect ran away",0,0,0,0,1,"None","Hartsdale","NY",41.025114,-73.80635
"19",10562,"Attempted Abduction",1266023,"Closed","Internet",2016-04-04,"12:00 AM","Street","Van Cortlandt Ave","Ossining","NY","Westchester",559512,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","Van","","White","","Ignored/Refused","The child confidently waved off the suspect and went home",0,0,0,1,1,"Impersonation","Ossining","NY",41.176837,-73.84741
"20",10566,"Attempted Abduction",1259531,"Closed","Internet",2015-12-12,"5:45 PM","Home - Residence","1300 Park St","Peekskill","NY","Westchester",550185,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","8","","","","","","Male","","","White","","","",NA,NA,"40-50","","","","","Gray","","Adult/Child Intervened","Suspect fled the area",0,0,0,0,1,"Waved","Peekskill","NY",41.288258,-73.91928
"21",10566,"Attempted Abduction",1272761,"Closed","Internet",NA,"8:25 PM","Street","Spring St","Peekskill","NY","Westchester",568965,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","13","","","","","","Male","Male","","White","White","","",NA,NA,"40-50","20-29","","Van","","White","","Ran Away","",0,1,0,1,1,"Question","Peekskill","NY",41.288258,-73.91928
"22",10570,"Attempted Abduction",1265317,"Closed","Internet",NA,"2:30 PM","Street","Bedford Rd","Pleasantville","NY","Westchester",558450,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","13","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","Black","","Ran Away","Screamed",0,0,1,0,1,"Question","Pleasantville","NY",41.132367,-73.78922
"23",10580,"Attempted Abduction",1284201,"Closed","Internet",2016-12-12,"4:45 PM","Street","Roosevelt Ave & Wainwright St","Rye","NY","Westchester",584303,584304,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","13","13","","","","","Male","","","White","","","",NA,NA,"Unknown","","","Sedan, 4 door","","White","","Other","The children backed away from the vehicle",0,0,0,0,1,"Directions","Rye","NY",40.976579,-73.69002
"24",10580,"Attempted Abduction",1284197,"Closed","Internet",2016-05-12,"4:00 PM","Street","Cowels Ave & Intervale Pl","Rye","NY","Westchester",584296,584299,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","13","13","","","","","Male","","","White","","","",NA,NA,"25-29","","","","","White","","Ran Away","",0,0,0,0,1,"Directions","Rye","NY",40.976579,-73.69002
"25",10590,"Attempted Abduction",1214958,"Closed","Internet",NA,"4:40 PM","School - Bus Stop","Unknown","Lewisboro","NY","Westchester",485878,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","White","","","",NA,NA,"35","","","","","","","Ran Away","",0,0,0,1,0,"","South Salem","NY",41.256639,-73.54076
"26",10704,"Attempted Abduction",1224797,"Closed","Internet",2013-11-10,"8:00 AM","Street","244 Trenchard St","Yonkers","NY","Westchester",498038,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","10","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","Gray","","Ran Away","",0,0,0,0,1,"None","Yonkers","NY",40.920273,-73.8612
"27",10954,"Attempted Abduction",1241919,"Closed","Internet",2014-10-12,"2:50 PM","Home - Residence","Route 304","Bardonia","NY","Rockland",523241,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","14","","","","","","Male","","","Black","","","",NA,NA,"Unknown","","","Van","","Red","","Ignored/Refused","",0,0,0,0,1,"Asked questions","Nanuet","NY",41.100182,-74.0133
"28",10956,"Attempted Abduction",1254665,"Closed","Internet",2015-10-09,"3:00 PM","Street","Goebel Rd & Scher Ct","Clarkstown","NY","Rockland",543473,543477,NA,NA,NA,NA,"Unknown","Unknown","","","","","Male","Male","","","","","14","14","","","","","Male","","","White","","","",NA,NA,"20-29","","","","","Red","","Ignored/Refused","",0,0,0,1,1,"Impersonation","New City","NY",41.145495,-73.9949
"29",10960,"Attempted Abduction",1245486,"Closed","Internet",2015-11-03,"7:25 AM","Street","Main St & Midland Ave","Nyack","NY","Rockland",528687,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","12","","","","","","Male","","","White","","","",NA,NA,"Unknown","","","Sedan, 4 door","","White","","Ran Away","",0,0,0,0,1,"Conversation","Nyack","NY",41.089746,-73.9258
"30",10960,"Attempted Abduction",1245485,"Closed","Internet",2015-12-03,"3:30 PM","Street","Birchwood Ave & US Rt-9W","Nyack","NY","Rockland",528685,528686,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","12","12","","","","","Male","","","White","","","",NA,NA,"50-60","","","Pickup Truck","","Red","","Ran Away","",0,0,0,0,1,"Questions","Nyack","NY",41.089746,-73.9258
"31",10983,"Attempted Abduction",1206559,"Closed","Internet",NA,"4:00 PM","Street","Stephens Ln & Andre Av","Tappan","NY","Rockland",476397,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","9","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","Van","","White","","Ran Away","",0,0,0,0,1,"None","Tappan","NY",41.025897,-73.95118
"32",11204,"Attempted Abduction",1244999,"Closed","Internet",2015-11-02,"12:00 AM","Street","Unknown","Brooklyn","NY","Queens",527858,NA,NA,NA,NA,NA,"White","","","","","","Male","","","","","","Unknown","","","","","","Male","","","White","","","28",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"Genitalia Enlargement","Brooklyn","NY",40.618944,-73.98473
"33",11204,"Attempted Abduction",1245303,"Closed","Internet",2015-10-03,"7:20 AM","Street","1615 66th St","Brooklyn","NY","New York",528355,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","14","","","","","","Male","","","Hispanic","","","21",NA,NA,"","","","","","","","Other","The suspect fled on foot",0,0,0,0,1,"None","Brooklyn","NY",40.618944,-73.98473
"34",11205,"Attempted Abduction",1245482,"Closed","Internet",2015-09-03,"4:00 PM","Street","N Portland Ave & Myrtle Ave","Brooklyn","NY","New York",528682,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","Sport Utility","","","","Ran Away","",0,0,0,0,1,"None","Brooklyn","NY",40.694214,-73.96529
"35",11206,"Attempted Abduction",1246339,"Closed","Internet",NA,"5:50 PM","Street","Manhattan Ave & Moore St","Brooklyn","NY","New York",529892,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","Unknown","","","",NA,NA,"35-39","","","Sport Utility","","Silver","","Ran Away","The child also ignored the suspect",0,0,0,0,1,"Wave","Brooklyn","NY",40.702348,-73.94288
"36",11206,"Attempted Abduction",1246801,"Closed","Internet",2015-12-04,"1:00 PM","School - Bus Stop","551 Flushing Ave","Brooklyn","NY","New York",530708,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","11","","","","","","Male","","","Unknown","","","16",NA,NA,"","","","","","","","Ran Away","",0,0,0,0,1,"None","Brooklyn","NY",40.702348,-73.94288
"37",11208,"Attempted Abduction",1266203,"Closed","Internet",2016-12-04,"8:40 AM","Street","Pitkin Ave & Elton St","Brooklyn","NY","New York",559771,559772,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Male","","","","","11","12","","","","","Male","","","Black","","","20",NA,NA,"","","","","","","","Ran Away","Screamed",0,0,0,0,1,"None","Brooklyn","NY",40.672666,-73.87248
"38",11212,"Attempted Abduction",1245921,"Closed","Internet",NA,"12:00 AM","Street","Dumont Ave","Brooklyn","NY","New York",529309,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","Black","","","",NA,NA,"Unknown","","","","","","","Ran Away","",0,0,0,0,1,"Conversation","Brooklyn","NY",40.662191,-73.91328
"39",11212,"Attempted Abduction",1257596,"Closed","Internet",2015-06-11,"12:00 AM","Street","Rockaway Ave & Hegeman Ave","Brooklyn","NY","New York",547497,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","11","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","","","Ignored/Refused","Walked away",0,1,0,0,1,"Basketballs; Conversation","Brooklyn","NY",40.662191,-73.91328
"40",11214,"Attempted Abduction",1269269,"Closed","Internet",NA,"10:00 AM","Street","16th Ave & 80th St","Brooklyn","NY","New York",564108,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","3","","","","","","Female","","","Asian","","","",NA,NA,"30-39","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Brooklyn","NY",40.598994,-73.99611
"41",11217,"Attempted Abduction",1260250,"Closed","Internet",2015-09-12,"8:15 AM","Trans Facility","9 St Felix St","Brooklyn","NY","New York",551189,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","15","","","","","","Male","","","Black","","","29",NA,NA,"","","","","","","","Adult/Child Intervened","Child screamed",0,0,0,0,1,"None","Brooklyn","NY",40.68209,-73.97783
"42",11217,"Attempted Abduction",1260251,"Closed","Internet",NA,"12:00 AM","Trans Facility","9 St Felix St","Brooklyn","NY","New York",551190,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","15","","","","","","Male","","","Black","","","29",NA,NA,"","","","","","","","Ignored/Refused","",0,0,0,0,1,"Conversation","Brooklyn","NY",40.68209,-73.97783
"43",11219,"Attempted Abduction",1245301,"Closed","Internet",2015-04-03,"3:00 PM","Street","6601 Duryeah Ct","Brooklyn","NY","New York",528353,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","Hispanic","","","21",NA,NA,"","","","","","","","Other","The suspect fled on foot",0,0,0,0,1,"None","Brooklyn","NY",40.632449,-73.99629
"44",11223,"Attempted Abduction",1270483,"Closed","Internet",2016-08-06,"3:00 PM","Street","W 7th St & Highlawn Ave","Brooklyn","NY","New York",565773,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","White","","","",NA,NA,"20--30","","","","","","","Ran Away","Broke free; Screamed",0,0,0,0,1,"None","Brooklyn","NY",40.598142,-73.97229
"45",11226,"Attempted Abduction",1261941,"Closed","Internet",NA,"5:40 PM","School - Bus Stop","Rogers Ave & Albemarle Rd","Brooklyn","NY","New York",553631,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","Black","","","",NA,NA,"40","","","Van","","Gray","","Ignored/Refused","Ran away",0,0,0,1,0,"","Brooklyn","NY",40.645256,-73.95553
"46",11235,"Attempted Abduction",1287021,"Closed","Internet",2015-11-06,"7:00 AM","Home - Residence","Ford St & Ave V","Brooklyn","NY","New York",587893,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","9","","","","","","Male","","","Black","","","39",NA,NA,"","","","","","","","Adult/Child Intervened","Indecent Exposure",0,0,0,0,1,"None","Brooklyn","NY",40.583803,-73.95019
"47",11249,"Attempted Abduction",1267980,"Closed","Internet",2016-02-05,"5:30 AM","Retail - Food/Conv/Gas","428 Bedford Ave","Brooklyn","NY","New York",562327,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","7","","","","","","Male","","","White","","","",NA,NA,"45","","","","","","","Other","Suspect fled",0,0,0,0,1,"None","Brooklyn","NY",40.645099,-73.945032
"48",11355,"Attempted Abduction",1273340,"Closed","Internet",NA,"8:00 PM","Playgrnd","Union St & Sanford Ave","Queens","NY","Queens",569781,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","8","","","","","","Male","","","Asian","","","",NA,NA,"Unknown","","","","","","","Released","",0,0,0,0,1,"None","Flushing","NY",40.749463,-73.81941
"49",11368,"Attempted Abduction",1263673,"Closed","Internet",NA,"2:50 PM","Street","37th Ave & 99th St","Queens","NY","New York",556159,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","Black","","","29",NA,NA,"","","","","","","","Ran Away","",0,0,0,0,1,"None","Corona","NY",40.747106,-73.85838
"50",11368,"Attempted Abduction",1276625,"Closed","Internet",2016-02-09,"5:45 PM","Other","33-10 98th St","Corona","NY","New York",574299,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","9","","","","","","Male","","","Hispanic","","","",NA,NA,"Unknown","","","","","","","Unknown","",0,0,0,0,1,"None","Corona","NY",40.747106,-73.85838
"51",11372,"Attempted Abduction",1263672,"Closed","Internet",NA,"8:00 PM","Street","35th Ave & 92nd St","Queens","NY","New York",556160,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","17","","","","","","Male","","","Black","","","29",NA,NA,"","","","","","","","Ran Away","",0,0,0,0,1,"None","Jackson Heights","NY",40.750146,-73.88433
"52",11372,"Attempted Abduction",1261956,"Closed","Internet",NA,"7:30 AM","Street","37th Ave & 81st St","Queens","NY","New York",553645,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","Unknown","","","29",NA,NA,"","","","","","","","Ran Away","Ignored/Refused; Adult intervened",0,0,0,0,1,"Waved","Jackson Heights","NY",40.750146,-73.88433
"53",11373,"Attempted Abduction",1251176,"Closed","Internet",NA,"12:00 AM","Street","Grand Ave","Queens","NY","New York",537889,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","12","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","Sport Utility","","","","Ran Away","Alerted an adult",0,0,0,0,1,"None","Elmhurst","NY",40.736076,-73.87804
"54",11373,"Attempted Abduction",1251177,"Closed","Internet",NA,"3:00 PM","Street","Grand Ave & 79th St","Queens","NY","New York",537890,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","Sport Utility","","","","Unknown","",0,0,0,0,1,"None","Elmhurst","NY",40.736076,-73.87804
"55",11377,"Attempted Abduction",1263675,"Closed","Internet",NA,"7:45 PM","Trans Facility","74th St & Roosevelt Ave","Woodside","NY","New York",556163,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","8","","","","","","Male","","","Unknown","","","41",NA,NA,"","","","","","","","Adult/Child Intervened","Child walked away",0,0,0,0,1,"None","Woodside","NY",40.742869,-73.90377
"56",11412,"Attempted Abduction",1241928,"Closed","Internet",2014-12-07,"12:00 AM","Street","109th Rd & Farmers Blvd","Queens","NY","New York",523250,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","14","","","","","","Male","","","Black","","","35",NA,NA,"","","","","","","","Other","The suspect fled the scene",0,0,0,0,1,"Engaged in conversation","Saint Albans","NY",40.697188,-73.75948
"57",11416,"Attempted Abduction",1210283,"Closed","Internet",NA,"7:02 AM","Street","102 Av & 84th St","Queens Village","NY","New York",480534,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","13","","","","","","Male","","","Hispanic","","","",NA,NA,"30-35","","","","","","","Fought/Broke Free","",0,0,0,0,1,"Questions","Ozone Park","NY",40.683301,-73.8503
"58",11418,"Attempted Abduction",1273717,"Closed","Internet",NA,"6:55 AM","School - Bus Stop","102nd St","Queens","NY","Queens",570286,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","Black","","","28",NA,NA,"","","","","","","","Released","",0,0,0,1,1,"Impersonation","Richmond Hill","NY",40.698485,-73.83365
"59",11420,"Attempted Abduction",1224235,"Closed","Internet",2013-12-10,"2:30 PM","Street","Lincoln St & 116th Ave","Queens","NY","Queens",497146,NA,NA,NA,NA,NA,"Black","","","","","","Female","","","","","","12","","","","","","Male","","","Unknown","","","",NA,NA,"20-29","","","Sport Utility","","Silver","","Fought/Broke Free","",0,0,0,0,1,"Unknown","South Ozone Park","NY",40.673138,-73.81443
"60",11432,"Attempted Abduction",1220919,"Closed","Internet",2013-06-08,"12:00 AM","Restaurant","Unknown","Jamaica","NY","Queens",492821,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","4","","","","","","Male","","","Hispanic","","","14",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"Unknown","Jamaica","NY",40.714144,-73.79324
"61",11434,"Attempted Abduction",1221611,"Closed","Internet",NA,"7:30 AM","Home - Residence","Unknown","Queens","NY","New York City",493681,NA,NA,NA,NA,NA,"Black","","","","","","Female","","","","","","13","","","","","","Male","","","Black","","","",NA,NA,"20-29","","","","","","","Other","Suspect ran away",0,0,0,0,1,"None","Jamaica","NY",40.674888,-73.7727
"62",11439,"Attempted Abduction",1216290,"Closed","Internet",2013-01-05,"12:00 AM","Street","Unknown","Queens","NY","Queens",487398,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","7","","","","","","Male","","","Pacific Islander","","","25",NA,NA,"","","","","","","","Released","",0,0,0,0,1,"None","Jamaica","NY",40.722008,-73.790822
"63",11439,"Attempted Abduction",1216291,"Closed","Internet",2013-01-05,"12:00 AM","Unknown","Unknown","Queens","NY","Queens",487399,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","7","","","","","","Male","","","Pacific Islander","","","25",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"None","Jamaica","NY",40.722008,-73.790822
"64",11516,"Attempted Abduction",1252123,"Closed","Internet",NA,"7:00 PM","Street","Marlborough Rd","Cedarhurst","NY","Nassau",539564,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","5","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","Black","","Unknown","",0,0,0,0,1,"Unknown","Cedarhurst","NY",40.627386,-73.72852
"65",11516,"Attempted Abduction",1250304,"Closed","Internet",NA,"12:00 AM","Religious Facility","74 Maple Ave","Cedarhurst","NY","Nassau",536370,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","7","","","","","","Male","","","Unknown","","","39",NA,NA,"","","","","","","","Other","The suspect confessed his crime",0,0,0,0,1,"Questions","Cedarhurst","NY",40.627386,-73.72852
"66",11566,"Attempted Abduction",1215108,"Closed","Internet",NA,"12:00 AM","Street","William St & Fraser Ave","North Merrick","NY","Nassau",486056,486058,486059,NA,NA,NA,"Unknown","Unknown","Unknown","","","","Unknown","Unknown","Unknown","","","","Unknown","Unknown","Unknown","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","Sedan, 4 door","","","","Ran Away","",0,0,0,0,1,"Conversation","Merrick","NY",40.666575,-73.55475
"67",11566,"Attempted Abduction",1215109,"Closed","Internet",NA,"7:45 AM","Street","Merrick Ave & Smith St","Merrick","NY","Nassau",486060,NA,NA,NA,NA,NA,"White","","","","","","Male","","","","","","14","","","","","","Male","","","Hispanic","","","",NA,NA,"34-39","","","","","","","Ran Away","",0,0,0,0,1,"None","Merrick","NY",40.666575,-73.55475
"68",11566,"Attempted Abduction",1215157,"Closed","Internet",NA,"12:00 AM","Street","Bernard St & Montauk Ave","Merrick","NY","Nassau",486115,486116,NA,NA,NA,NA,"Unknown","Unknown","","","","","Unknown","Unknown","","","","","Unknown","Unknown","","","","","Male","","","Hispanic","","","",NA,NA,"Unknown","","","Van","","White","","Other","Suspect drove away",0,0,0,0,1,"None","Merrick","NY",40.666575,-73.55475
"69",11566,"Attempted Abduction",1215105,"Closed","Internet",NA,"12:00 AM","Street","Unknown","Merrick","NY","Nassau",486053,NA,NA,NA,NA,NA,"White","","","","","","Female","","","","","","15","","","","","","Unknown","","","Unknown","","","",NA,NA,"Unknown","","","Van","","White","","Unknown","",0,0,0,0,1,"None","Merrick","NY",40.666575,-73.55475
"70",11575,"Attempted Abduction",1202694,"Closed","Internet",2012-11-09,"1:00 PM","Street","W Centennial Av & Nassau Rd","Roosevelt","NY","Nassau",472162,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Infant","","","","","","Male","","","Black","","","42",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Roosevelt","NY",40.679413,-73.58694
