"","zip","Case.Type","Case.Number","Status","Source","Incident.Date","Incident.Time","Incident.Location.Type","Incident.Location","Incident.City","Incident.State","Incident.County","Child.ID.1","Child.ID.2","Child.ID.3","Child.ID.4","Child.ID.5","Child.ID.6","Child.Race.1","Child.Race.2","Child.Race.3","Child.Race.4","Child.Race.5","Child.Race.6","Child.Gender.1","Child.Gender.2","Child.Gender.3","Child.Gender.4","Child.Gender.5","Child.Gender.6","Child.Perceived.Age.1","Child.Perceived.Age.2","Child.Perceived.Age.3","Child.Perceived.Age.4","Child.Perceived.Age.5","Child.Perceived.Age.6","Offender.Gender.1","Offender.Gender.2","Offender.Gender.3","Offender.Race.1","Offender.Race.2","Offender.Race.3","Offender.Age.1","Offender.Age.2","Offender.Age.3","Offender.Perceived.Age.1","Offender.Perceived.Age.2","Offender.Perceived.Age.3","Vehicle.Style.1","Vehicle.Style.2","Vehicle.Color.1","Vehicle.Color.2","How.Got.Away","How.Got.Away.Detail","Offender.Method.Animal","Offender.Method.Candy","Offender.Method.Money","Offender.Method.Ride","Offender.Method.Other","Offender.Method.Other.Detail","city","state","latitude","longitude"
"2579",93560,"Attempted Abduction",1191341,"Closed","Internet",NA,"4:20 PM","School - Bus Stop","2300 Elberta St","Rosamond","CA","Kern",459774,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","14","","","","","","Male","","","Unknown","","","19",NA,NA,"","","","","","","","Ignored/Refused","Ran Away",0,0,1,0,0,"","Rosamond","CA",34.88923,-118.33629
"2580",93612,"Attempted Abduction",1246436,"Closed","Internet",2015-02-04,"6:00 PM","Retail - Other","70 W Shaw Ave","Clovis","CA","Fresno",530065,530067,NA,NA,NA,NA,"Unknown","Unknown","","","","","Unknown","Unknown","","","","","Unknown","Unknown","","","","","Male","","","Asian","","","",NA,NA,"60","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"Toys","Clovis","CA",36.813456,-119.70826
"2581",93618,"Attempted Abduction",1247191,"Closed","Internet",NA,"7:45 AM","Street","1600 E Davis Ave","Dinuba","CA","Tulare",531315,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Hispanic","","","",NA,NA,"40-45","","","Sedan, 4 door","","White","","Ignored/Refused","Ran away",0,0,0,0,1,"Conversation","Dinuba","CA",36.538017,-119.38887
"2582",93618,"Attempted Abduction",1247186,"Closed","Internet",NA,"12:00 AM","Street","340 E Kern","Dinuba","CA","Tulare",531312,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","13","","","","","","Male","","","Hispanic","","","",NA,NA,"35-39","","","Sport Utility","","Green","","Ignored/Refused","The child yelled at the suspect",0,0,0,0,1,"Waived","Dinuba","CA",36.538017,-119.38887
"2583",93619,"Attempted Abduction",1262799,"Closed","Internet",NA,"3:15 PM","Home - Residence","E Shepherd Ave & N Academy Ave Exd","Clovis","CA","Fresno",554851,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","13","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","Silver","","Adult/Child Intervened","",0,0,0,0,1,"None","Clovis","CA",36.91,-119.58
"2584",93620,"Attempted Abduction",1207451,"Closed","Internet",2012-03-12,"12:00 AM","Street","Dora St & Norton Av","Ukiah","CA","Mendocino",477382,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","7","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","","","Fought/Broke Free","",0,0,0,0,1,"None","Dos Palos","CA",37.029613,-120.64014
"2585",93625,"Attempted Abduction",1204943,"Closed","Internet",NA,"12:00 AM","Street","Maple St & South St","Fowler","CA","Fresco",474610,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","2","","","","","","Male","","","Hispanic","","","",NA,NA,"Unknown","","","","","Blue","","Adult/Child Intervened","",0,0,0,0,1,"None","Fowler","CA",36.6265,-119.67526
"2586",93636,"Attempted Abduction",1243019,"Closed","Internet",NA,"12:00 AM","Street","Manon Ave & Rd 35 1/2","Madera","CA","Madera",524854,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","Female","","Unknown","Unknown","","",NA,NA,"Unknown","Unknown","","","","Black","","Fought/Broke Free","",0,0,0,0,1,"None","Madera","CA",36.93,-119.83
"2587",93648,"Attempted Abduction",1258452,"Closed","Internet",2015-12-11,"8:00 AM","Street","Tuolumne Ave & Erica Ave","Parlier","CA","Fresno",548683,548684,NA,NA,NA,NA,"Hispanic","Hispanic","","","","","Male","Male","","","","","12","7","","","","","Unknown","Male","","Unknown","Hispanic","","",NA,NA,"Unknown","25-35","","Pickup Truck","","White","","Ignored/Refused","Ran away",0,0,0,0,1,"Cookie","Parlier","CA",36.61365,-119.52873
"2588",93653,"Attempted Abduction",1193963,"Closed","Internet",NA,"7:55 AM","Street","Rd 613 & Rd 800","Raymond","CA","Madera",462598,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","Unknown","","","","","","Male","","","Hispanic","","","",NA,NA,"45-55","","","Sedan, 4 door","","","","Ignored/Refused","Ran Away",0,0,0,0,1,"None","Raymond","CA",37.236305,-119.92498
"2589",93662,"Attempted Abduction",1206813,"Closed","Internet",NA,"7:30 AM","Street","Pine St & Locust St","Selma","CA","Fresco",476674,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","Male","","Unknown","Hispanic","","",NA,NA,"30-49","50-59","","Van","","","","Fought/Broke Free","",0,0,0,0,1,"Conversation","Selma","CA",36.566779,-119.62201
"2590",93703,"Attempted Abduction",1245602,"Closed","Internet",2015-11-03,"12:00 AM","Street","N Angus St & E Yale Ave","Fresno","CA","Fresno",528854,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","White","","","52",NA,NA,"","","","Van","","","","Unknown","",0,0,0,0,1,"Conversation; Snacks","Fresno","CA",36.767299,-119.765
"2591",93722,"Attempted Abduction",1279944,"Closed","Internet",NA,"8:30 AM","Home - Residence","3000 N Cornelia Ave","Fresno","CA","Fresno",578701,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","4","","","","","","Male","","","Hispanic","","","31",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"Key chain","Fresno","CA",36.801603,-119.88878
"2592",93722,"Attempted Abduction",1280068,"Closed","Internet",NA,"7:00 AM","Street","Clinton Ave & Brawley Ave","Fresno","CA","Fresno",578868,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","13","","","","","","Male","","","Hispanic","","","31",NA,NA,"","","","","","","","Other","The subject drove away in his vehicle",0,0,0,0,1,"None","Fresno","CA",36.801603,-119.88878
"2593",93730,"Attempted Abduction",1207382,"Closed","Internet",NA,"4:30 PM","School - Facility","2770 E International Av","Fresno","CA","Fresno",477297,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","14","","","","","","Male","","","Black","","","",NA,NA,"Unknown","","","Sport Utility","","Green","","Ran Away","",0,0,0,0,1,"Unknown","Fresno","CA",36.9,-119.75
"2594",93905,"Attempted Abduction",1214763,"Closed","Internet",NA,"3:58 PM","Street","E Alisal & S Felice St","Salinas","CA","Monterey",485654,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","14","","","","","","Male","","","Hispanic","","","",NA,NA,"20-26","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Salinas","CA",36.681161,-121.61538
"2595",93906,"Attempted Abduction",1240243,"Closed","Internet",2014-08-11,"1:12 PM","School - Facility","1714 Burlington Dr","Salinas","CA","Monterey",520738,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","5","","","","","","Female","","","Unknown","","","",NA,NA,"Unknown","","","","","Silver","","Adult/Child Intervened","",0,0,0,0,1,"None","Salinas","CA",36.709717,-121.63997
"2596",93906,"Attempted Abduction",1241681,"Closed","Internet",2014-12-12,"4:59 PM","Retail - Other","1800 N Main St","Salinas","CA","Monterey",522922,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","Hispanic","","","35",NA,NA,"","","","","","","","Ran Away","",0,0,0,0,1,"Unknown","Salinas","CA",36.709717,-121.63997
"2597",93927,"Attempted Abduction",1263493,"Closed","Internet",NA,"12:00 AM","School - Facility","1239 Oak Ave","Greenfield","CA","Monterey",555907,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","White","","","",NA,NA,"20-29","","","","","Red","","Ignored/Refused","",0,0,0,0,1,"Parents sent","Greenfield","CA",36.300819,-121.2904
"2598",93933,"Attempted Abduction",1196635,"Closed","Internet",NA,"3:46 PM","Street","390 Carmel Av","Marina","CA","Monterey",465499,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Hispanic","","","",NA,NA,"30","","","Pickup Truck","","Blue","","Ran Away","",0,0,0,1,0,"","Marina","CA",36.678155,-121.79724
"2599",93940,"Attempted Abduction",1281738,"Closed","Internet",NA,"1:32 PM","Library","625 Pacific St","Monterey","CA","Monterey",581017,581018,NA,NA,NA,NA,"Unknown","Unknown","","","","","Unknown","Unknown","","","","","6","8","","","","","Male","","","Hispanic","","","",NA,NA,"Unknown","","","Coupe","","White","","Ran Away","",0,0,0,0,1,"Unknown","Monterey","CA",36.586193,-121.88667
"2600",93955,"Attempted Abduction",1258634,"Closed","Internet",NA,"1:45 PM","Restaurant","1390 Fremont Blvd","Seaside","CA","Monterey",548973,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","3","","","","","","Male","","","Hispanic","","","35",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Seaside","CA",36.615813,-121.83461
"2601",93955,"Attempted Abduction",1258635,"Closed","Internet",NA,"1:45 PM","Restaurant","1390 Fremont Blvd","Seaside","CA","Monterey",548976,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","10","","","","","","Male","","","Hispanic","","","35",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Seaside","CA",36.615813,-121.83461
"2602",94002,"Attempted Abduction",1267185,"Closed","Internet",NA,"3:40 PM","Street","Hiller St & Biddulph Way","Belmont","CA","San Mateo",561099,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","12","","","","","","Male","","","Hispanic","","","",NA,NA,"45-49","","","Pickup Truck","","Brown","","Ran Away","",0,0,0,0,1,"Called over","Belmont","CA",37.516687,-122.29026
"2603",94015,"Attempted Abduction",1279608,"Closed","Internet",NA,"3:45 PM","Street","Skyline Dr","Daly City","CA","San Mateo",578269,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","White","","","",NA,NA,"20-29","","","","","","","Fought/Broke Free","Ran away",0,0,0,0,1,"None","Daly City","CA",37.682583,-122.48209
"2604",94025,"Attempted Abduction",1212666,"Closed","Internet",2013-01-02,"7:45 AM","Street","Ivy Dr & Windermere Av","Menlo Park","CA","San Mateo",483267,NA,NA,NA,NA,NA,"Hispanic","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Hispanic","","","",NA,NA,"30-39","","","Van","","White","","Ignored/Refused","",0,0,0,0,1,"Conversation","Menlo Park","CA",37.451688,-122.18385
"2605",94040,"Attempted Abduction",1222985,"Closed","Internet",2013-07-09,"4:29 PM","Retail - Other","600 Showers Dr","Mountain View","CA","Santa Clara",495424,495491,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","Unknown","Unknown","","","","","Male","","","White","","","70",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Mountain View","CA",37.380207,-122.08787
"2606",94040,"Attempted Abduction",1241109,"Closed","Internet",2013-07-09,"12:00 AM","Retail - Mall/ Shop","600 Showers Dr","Mountain View","CA","Santa Clara",522037,522038,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","Unknown","Unknown","","","","","Male","","","White","","","71",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Mountain View","CA",37.380207,-122.08787
"2607",94041,"Attempted Abduction",1264592,"Closed","Internet",2016-01-03,"8:49 PM","Retail - Other","301 Castro St","Mountain View","CA","Santa Clara",557415,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","Unknown","","","29",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"None","Mountain View","CA",37.38949,-122.07846
"2608",94044,"Attempted Abduction",1280508,"Closed","Internet",NA,"4:53 PM","Street","Hickey Blvd & Firecrest Ave","Pacifica","CA","San Mateo",579431,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Unknown","","","41",NA,NA,"","","","Sedan, 4 door","","Black","","Fought/Broke Free","Ran away",0,0,0,0,1,"None","Pacifica","CA",37.613806,-122.48229
"2609",94063,"Attempted Abduction",1273019,"Closed","Internet",NA,"12:10 PM","Street","Douglas Ave & Fair Oaks Ave","Redwood City","CA","San Mateo",569329,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","12","","","","","","Male","","","White","","","",NA,NA,"30-40","","","","","Red","","Ran Away","",0,0,0,0,1,"Question","Redwood City","CA",37.483504,-122.2144
"2610",94070,"Attempted Abduction",1279926,"Closed","Internet",NA,"3:30 AM","Street","700 Cedar St","San Carlos","CA","San Mateo",578671,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","14","","","","","","Male","","","White","","","",NA,NA,"65-75","","","Sedan, 4 door","","Silver","","Ignored/Refused","",0,0,0,1,1,"Conversation","San Carlos","CA",37.499175,-122.26655
"2611",94070,"Attempted Abduction",1206352,"Closed","Internet",2012-03-11,"12:00 AM","Home - Residence","2000 Oakley Av","San Mateo","CA","San Mateo",476168,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","5","","","","","","Female","","","Unknown","","","",NA,NA,"Unknown","","","Van","","Blue","","Adult/Child Intervened","",0,0,0,0,1,"None","San Carlos","CA",37.499175,-122.26655
"2612",94070,"Attempted Abduction",1279929,"Closed","Internet",NA,"3:00 PM","Street","700 Laurel St","San Carlos","CA","San Mateo",578686,578687,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","11","11","","","","","Male","","","White","","","",NA,NA,"55-59","","","","","","","Ignored/Refused","",0,0,0,0,1,"Questions; Conversation","San Carlos","CA",37.499175,-122.26655
"2613",94070,"Attempted Abduction",1251625,"Closed","Internet",2015-01-07,"5:39 PM","Parking Lot/Garage","1251 Industrial Rd","San Carlos","CA","San Mateo",538714,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","17","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","","","Other","Drove away",0,0,0,0,1,"None","San Carlos","CA",37.499175,-122.26655
"2614",94070,"Attempted Abduction",1279923,"Closed","Internet",NA,"3:00 PM","School - Facility","1901 White Oak Way","San Carlos","CA","San Mateo",578668,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","White","","","",NA,NA,"65-75","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","San Carlos","CA",37.499175,-122.26655
"2615",94080,"Attempted Abduction",1227246,"Closed","Internet",2014-01-01,"3:15 PM","School - Facility","500 Spruce Ave","South San Francisco","CA","San Mateo",501626,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","Unknown","","","","","","Male","","","Unknown","","","",NA,NA,"18-19","","","","","Blue, Light","","Adult/Child Intervened","",0,0,0,0,1,"None","South San Francisco","CA",37.652857,-122.4301
"2616",94080,"Attempted Abduction",1241208,"Closed","Internet",2014-08-11,"2:20 PM","Retail - Food/Conv/Gas","1600 El Camino Real Hwy","South San Francisco","CA","San Mateo",522180,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","2","","","","","","Male","","","Unknown","","","44",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","South San Francisco","CA",37.652857,-122.4301
"2617",94109,"Attempted Abduction",1241202,"Closed","Internet",NA,"4:00 PM","Park","Gough St & Washington St","San Francisco","CA","San Francisco",522173,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","7","","","","","","Male","","","White","","","",NA,NA,"30-40","","","","","","","Unknown","",0,0,0,0,1,"None","San Francisco","CA",37.792778,-122.42188
"2618",94110,"Attempted Abduction",1250297,"Closed","Internet",2015-05-06,"9:00 PM","Home - Residence","21st St & Shotwell St","San Francisco","CA","San Francisco",536355,536356,536357,NA,NA,NA,"Unknown","Unknown","Unknown","","","","Female","Female","Male","","","","12","4","5","","","","Male","","","Hispanic","","","29",NA,NA,"","","","Pickup Truck","","White","","Ran Away","",0,0,0,0,1,"Questions","San Francisco","CA",37.74873,-122.41545
"2619",94111,"Attempted Abduction",1258395,"Closed","Internet",NA,"10:00 AM","Auto / Vehicle","600 Sansome St","San Francisco","CA","San Francisco",548609,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","2","","","","","","Male","","","Asian","","","45",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","San Francisco","CA",37.798228,-122.40027
"2620",94112,"Attempted Abduction",1193964,"Closed","Internet",NA,"7:40 AM","Street","5700 Mission St","San Francisco","CA","San Francisco",462599,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","16","","","","","","Male","","","Hispanic","","","",NA,NA,"20-23","","","","","","","Fought/Broke Free","Ran Away",0,0,0,0,1,"None","San Francisco","CA",37.720931,-122.44241
"2621",94117,"Attempted Abduction",1245337,"Closed","Internet",2015-06-03,"5:00 PM","Street","Carl St & Cole St","San Francisco","CA","San Francisco",528403,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","10","","","","","","Male","","","White","","","",NA,NA,"30-40","","","","","Black","","Ignored/Refused","",0,0,0,0,1,"Conversation","San Francisco","CA",37.770937,-122.44276
"2622",94124,"Attempted Abduction",1189227,"Closed","Internet",NA,"8:15 AM","Street","Oakdale Ave & Keith St","San Francisco","CA","San Francisco",457433,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","8","","","","","","Male","","","Black","","","",NA,NA,"30-39","","","","","","","Fought/Broke Free","Ran Away",0,0,0,0,1,"None","San Francisco","CA",37.732797,-122.39348
"2623",94124,"Attempted Abduction",1256172,"Closed","Internet",2015-09-10,"8:30 AM","Street","Osceola Ln & La Salle Ave","San Francisco","CA","San Francisco",545528,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","9","","","","","","Male","","","Unknown","","","",NA,NA,"20-29","","","Van","","Brown","","Adult/Child Intervened","",0,0,0,0,1,"None","San Francisco","CA",37.732797,-122.39348
"2624",94301,"Attempted Abduction",1211034,"Closed","Internet",2013-04-02,"5:15 PM","Street","1600 Emerson St","Palo Alto","CA","San Mateo",481373,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","White","","","",NA,NA,"30","","","","","","","Ran Away","",0,0,0,0,1,"None","Palo Alto","CA",37.443688,-122.15071
"2625",94301,"Attempted Abduction",1244931,"Closed","Internet",NA,"7:00 PM","Religious Facility","555 Waverley St","Palo Alto","CA","Santa Clara",527748,527749,527750,527751,527754,NA,"Unknown","Unknown","Unknown","Unknown","Unknown","","Male","Male","Male","Male","Female","","Unknown","Unknown","Unknown","Unknown","Unknown","","Male","","","White","","","64",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Palo Alto","CA",37.443688,-122.15071
"2626",94303,"Attempted Abduction",1266171,"Closed","Internet",2016-11-04,"12:00 PM","School - Facility","950 Amarillo Ave","Palo Alto","CA","Santa Clara",559723,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","7","","","","","","Male","","","Hispanic","","","",NA,NA,"35-45","","","","","","","Unknown","",0,0,0,0,1,"None","Palo Alto","CA",37.449888,-122.12749
"2627",94402,"Attempted Abduction",1212914,"Closed","Internet",NA,"12:00 AM","Street","1700 Leslie St","San Mateo","CA","San Mateo",483885,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","Unknown","","","","","","Male","","","Unknown","","","19",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","San Mateo","CA",37.551586,-122.32773
"2628",94403,"Attempted Abduction",1219566,"Closed","Internet",NA,"12:00 AM","Retail - Other","11 W Hillsdale Blvd","San Mateo","CA","San Mateo",491210,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","White","","","70",NA,NA,"","","","Sedan, 4 door","","","","Unknown","",0,0,0,0,1,"Unknown","San Mateo","CA",37.539686,-122.30266
"2629",94403,"Attempted Abduction",1241105,"Closed","Internet",NA,"12:00 AM","Retail - Mall/ Shop","11 W Hillsdale Blvd","San Mateo","CA","San Mateo",522033,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","White","","","71",NA,NA,"","","","","","","","Unknown","",0,0,0,0,1,"Unknown","San Mateo","CA",37.539686,-122.30266
"2630",94509,"Attempted Abduction",1247445,"Closed","Internet",NA,"8:40 AM","Street","Worrell Rd","Antioch","CA","Contra Costa",531902,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","11","","","","","","Male","","","Unknown","","","",NA,NA,"30-39","","","Pickup Truck","","Red","","Ignored/Refused","Ran away",0,0,0,0,1,"None","Antioch","CA",37.991571,-121.80207
"2631",94509,"Attempted Abduction",1210346,"Closed","Internet",NA,"12:00 AM","School - Facility","3410 Longview Rd","Antioch","CA","Contra Costa",480608,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","Unknown","","","","","","Male","","","White","","","",NA,NA,"Unknown","","","","","Blue","","Ignored/Refused","",0,0,0,1,0,"","Antioch","CA",37.991571,-121.80207
"2632",94509,"Attempted Abduction",1256518,"Closed","Internet",NA,"7:30 AM","Street","G St","Antioch","CA","Contra Costa",545997,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","11","","","","","","Male","","","Hispanic","","","51",NA,NA,"","","","Truck","","","","Adult/Child Intervened","",0,0,0,0,1,"Unknown","Antioch","CA",37.991571,-121.80207
"2633",94509,"Attempted Abduction",1263674,"Closed","Internet",2016-01-03,"9:44 PM","Street","L St & Sycamore Dr","Antioch","CA","Contra Costa",556162,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","Hispanic","","","",NA,NA,"Unknown","","","","","Gold","","Ignored/Refused","",0,0,0,0,1,"Waved","Antioch","CA",37.991571,-121.80207
"2634",94519,"Attempted Abduction",1248494,"Closed","Internet",NA,"7:30 AM","Street","3000 Willow Pass Rd","Concord","CA","Contra Costa",533564,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","10","","","","","","Male","","","Hispanic","","","",NA,NA,"35-45","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Concord","CA",37.984271,-122.01437
"2635",94520,"Attempted Abduction",1278379,"Closed","Internet",2016-05-10,"1:00 PM","School - Bus Stop","Willow Pass Rd & Waterworld Pkwy","Concord","CA","Contra Costa",576569,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","1","","","","","","Male","","","Unknown","","","",NA,NA,"Unknown","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"Conversation","Concord","CA",37.986321,-122.03988
"2636",94530,"Attempted Abduction",1284319,"Closed","Internet",NA,"12:00 AM","Restaurant","San Pablo Ave","El Cerrito","CA","Contra Costa",584465,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","Unknown","","","","","","Male","","","White","","","",NA,NA,"50-59","","","Sport Utility","","","","Other","The child immediately left the area",0,0,0,0,1,"None","El Cerrito","CA",37.917774,-122.30426
"2637",94531,"Attempted Abduction",1246931,"Closed","Internet",NA,"9:30 AM","Street","Sagebrush Dr","Antioch","CA","Contra Costa",530924,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","16","","","","","","Male","","","Black","","","21",NA,NA,"","","","Sedan, 4 door","","White","","Fought/Broke Free","The child also ran away",0,0,0,1,0,"","Antioch","CA",37.920852,-121.723919
"2638",94531,"Attempted Abduction",1246934,"Closed","Internet",NA,"12:00 AM","Street","Mt Conness Way","Antioch","CA","Contra Costa",530928,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","16","","","","","","Male","","","Black","","","21",NA,NA,"","","","Sedan, 4 door","","White","","Ran Away","",0,0,0,1,0,"","Antioch","CA",37.920852,-121.723919
"2639",94536,"Attempted Abduction",1219658,"Closed","Internet",2013-10-06,"12:00 AM","Retail - Mall/ Shop Ctr","35754 Fremont Blvd","Fremont","CA","Alameda",491320,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","16","","","","","","Male","","","Unknown","","","23",NA,NA,"","","","","","","","Ran Away","",0,0,0,0,1,"None","Fremont","CA",37.562218,-121.99433
"2640",94538,"Attempted Abduction",1251859,"Closed","Internet",NA,"4:45 PM","Street","Blacow Rd & Omar St","Fremont","CA","Alameda",539117,539283,NA,NA,NA,NA,"Unknown","Unknown","","","","","Female","Female","","","","","16","Unknown","","","","","Male","","","Black","","","53",NA,NA,"","","","Sport Utility","","Black","","Adult/Child Intervened","",0,0,0,0,1,"Unknown","Fremont","CA",37.527237,-121.9679
"2641",94541,"Attempted Abduction",1246304,"Closed","Internet",NA,"4:00 PM","Street","Walpert St","Hayward","CA","Alameda",529844,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","16","","","","","","Male","","","Asian","","","22",NA,NA,"","","","Sedan, 4 door","","White","","Fought/Broke Free","",0,0,0,0,1,"None","Hayward","CA",37.674431,-122.08883
"2642",94544,"Attempted Abduction",1245137,"Closed","Internet",2015-06-03,"4:09 PM","Street","24000 Whitman Ave","Hayward","CA","Alameda",528085,NA,NA,NA,NA,NA,"Unknown","","","","","","Female","","","","","","15","","","","","","Male","","","Asian","","","22",NA,NA,"","","","Sedan, 4 door","","White","","Fought/Broke Free","The child also ran to a neighbor's house",0,0,0,0,1,"None","Hayward","CA",37.633732,-122.06101
"2643",94546,"Attempted Abduction",1204089,"Closed","Internet",2012-05-10,"3:00 PM","Street","19400 Santa Maria Av","Castro Valley","CA","Alameda",473700,NA,NA,NA,NA,NA,"Asian","","","","","","Female","","","","","","11","","","","","","Male","","","Hispanic","","","34",NA,NA,"","","","Sedan, 4 door","","White","","Ran Away","",0,0,0,0,0,"","Castro Valley","CA",37.702063,-122.07934
"2644",94549,"Attempted Abduction",1224903,"Closed","Internet",2013-12-10,"11:30 AM","Street","Golden Gaet Way & 1st St","Lafayette","CA","Contra Costa",498209,NA,NA,NA,NA,NA,"Unknown","","","","","","Unknown","","","","","","8","","","","","","Male","","","White","","","57",NA,NA,"","","","","","","","Adult/Child Intervened","",0,0,0,0,1,"None","Lafayette","CA",37.895695,-122.11785
"2645",94550,"Attempted Abduction",1191866,"Closed","Internet",2012-10-03,"12:15 PM","Daycare Facility","2000 Arroyo Road","Livermore","CA","Alameda",460330,NA,NA,NA,NA,NA,"Unknown","","","","","","Male","","","","","","4","","","","","","Male","","","White","","","",NA,NA,"45-50","","","","","","","None","",0,0,0,0,1,"None","Livermore","CA",37.65778,-121.73011
