"case_number","case_type","missing_date","age_missing","gender","race","missing_city","missing_state","missing_zip","vehicle_style","vehicle_color"
1125306,"Non Family Abduction","06/05/2009",4,"Female","White","Dunbar","WV","25064",NA,NA
1126387,"Non Family Abduction","05/30/2009",4,"Female","Hispanic","Los Angeles","CA",NA,NA,NA
1140596,"Non Family Abduction","02/04/2010",4,"Male","Hispanic","Mableton","GA","30126","Sport Utility","White"
1151284,"Non Family Abduction","07/05/2010",4,"Female","White","Louisiana","MO","63353","Sedan, 4 door","Black"
1163907,"Non Family Abduction","01/18/2011",4,"Male","Hispanic","Patterson","CA","95363","Sedan, 2 door","Silver"
1176244,"Non Family Abduction","07/14/2011",4,"Male","White","Kissimmee","FL","34744",NA,NA
1176621,"Non Family Abduction","07/26/2011",4,"Male","White","Terre Haute","IN",NA,NA,"White"
1177229,"Non Family Abduction","08/05/2011",4,"Male","White","Atascadero","CA",NA,NA,NA
1183730,"Non Family Abduction","11/16/2011",4,"Male","Hispanic","Dallas","TX",NA,NA,NA
1191802,"Non Family Abduction","03/31/2012",4,"Female","Black","Houston","TX",NA,NA,"Gold"
1243543,"Non Family Abduction","02/01/2015",4,"Female","Hispanic","Houston","TX","77089","Sedan, 4 door","Black"
1262966,"Non Family Abduction","02/16/2016",4,"Female","White","Detroit","MI","48214","Sport Utility","Black"
1263413,"Non Family Abduction","02/26/2016",4,"Female","Am. Ind.","Wolf Point","MT","59201",NA,NA
1278562,"Non Family Abduction","10/08/2016",4,"Female","White","Lakeland","FL",NA,"Sedan, 4 door","Silver"
1300442,"Non Family Abduction","06/20/2017",4,"Female","White","Milton","FL","32570",NA,"Green"
1090549,"Lost Injured Missing","03/03/2008",5,"Male","White","Arlington","TX","76011","Sport Utility","Blue, Dark"
1101281,"Lost Injured Missing","07/22/2008",5,"Male","White","Reynoldsburg","OH","43068","Van","Brown"
1103452,"Lost Injured Missing","08/15/2008",5,"Male","Hispanic","Lynn","MA",NA,NA,NA
1115793,"Lost Injured Missing","02/10/2009",5,"Female","White","Satsuma","FL","32189",NA,NA
1115793,"Lost Injured Missing","02/10/2009",5,"Female","White","Satsuma","FL","32189",NA,NA
1123521,"Lost Injured Missing","05/24/2009",5,"Female","White","Monroe","MI",NA,NA,NA
1128642,"Lost Injured Missing","08/04/2009",5,"Female","White","Trenton","TN","38382",NA,NA
1128642,"Lost Injured Missing","08/04/2009",5,"Female","White","Trenton","TN","38382",NA,NA
1129016,"Lost Injured Missing","08/10/2009",5,"Male","Black","Oakland","CA",NA,NA,NA
1135194,"Lost Injured Missing","11/10/2009",5,"Female","Black","Fayetteville","NC","28311",NA,NA
1149727,"Lost Injured Missing","12/20/2008",5,"Female","Biracial","Kingston","TN",NA,NA,"Gray"
1153540,"Lost Injured Missing","08/04/2010",5,"Male","White","Florence","OR",NA,NA,NA
1156446,"Lost Injured Missing","09/17/2010",5,"Male","White","Presque Isle","MI","49777",NA,NA
1157403,"Lost Injured Missing","10/02/2010",5,"Male","White","Warrensburg","MO","64093",NA,NA
1160897,"Lost Injured Missing","11/26/2010",5,"Male","White","Morenci","MI","49256","Van","Silver"
1160897,"Lost Injured Missing","11/26/2010",5,"Male","White","Morenci","MI","49256","Van","Silver"
1162015,"Lost Injured Missing","12/14/2010",5,"Male","White","Port Orange","FL",NA,"Sport Utility","Black"
1176368,"Lost Injured Missing","07/24/2011",5,"Female","Black","Detroit","MI","48206",NA,NA
1179330,"Lost Injured Missing","09/07/2011",5,"Female","Black","Hampton","VA","23666",NA,NA
1181452,"Lost Injured Missing","10/11/2011",5,"Female","Black","Glendale","AZ","85301",NA,NA
1183069,"Lost Injured Missing","11/05/2011",5,"Male","White","Carrollton","KY",NA,NA,NA
1183069,"Lost Injured Missing","11/05/2011",5,"Male","White","Carrollton","KY",NA,NA,NA
1193114,"Lost Injured Missing","04/21/2012",5,"Male","Black","Philadelphia","PA","19142",NA,NA
1198002,"Lost Injured Missing","07/03/2012",5,"Male","White","Oak Grove","WI","54011",NA,NA
1199097,"Lost Injured Missing","07/19/2012",5,"Male","Black","Chicago","IL","60619",NA,NA
1201418,"Lost Injured Missing","08/26/2012",5,"Female","White","Niagara Falls","NY","14301",NA,NA
1212953,"Lost Injured Missing","03/25/2013",5,"Female","Black","Sacramento","CA","95828",NA,NA
1212953,"Lost Injured Missing","03/25/2013",5,"Female","Black","Sacramento","CA","95828",NA,NA
1223923,"Lost Injured Missing","10/09/2013",5,"Male","White","Lavaca","AR","72941","Sedan, 4 door","White"
1227424,"Lost Injured Missing","12/29/2012",5,"Male","Hispanic","Los Angeles","CA","90045",NA,NA
1227424,"Lost Injured Missing","12/29/2012",5,"Male","Hispanic","Los Angeles","CA","90045",NA,NA
1228477,"Lost Injured Missing","04/01/2013",5,"Male","Biracial","Anchorage","AK","99515",NA,NA
1233276,"Lost Injured Missing","05/26/2014",5,"Female","White","Kenai","AK","99611",NA,NA
1233353,"Lost Injured Missing","06/09/2014",5,"Male","White","Taylorsville","NC",NA,"Sport Utility",NA
1235022,"Lost Injured Missing","07/11/2014",5,"Male","Black","Port Huron","MI","48060",NA,NA
1241736,"Lost Injured Missing","12/18/2014",5,"Male","White","Berne","NY","12023","Pickup Truck","Black"
1245763,"Lost Injured Missing","03/22/2015",5,"Male","White","Dublin","VA","24084",NA,NA
1252669,"Lost Injured Missing","08/06/2015",5,"Male","White","Jacob Lake","AZ",NA,NA,NA
1257369,"Lost Injured Missing","06/01/2015",5,"Female","Black","Bellflower","CA","90706",NA,NA
1260316,"Lost Injured Missing","12/31/2015",5,"Male","Hispanic","Allentown","PA",NA,NA,NA
1260474,"Lost Injured Missing","10/19/2015",5,"Male","White","Indianapolis","IN",NA,NA,NA
1270879,"Lost Injured Missing","06/22/2016",5,"Female","White","Bemidji","MN","56601",NA,NA
1284935,"Lost Injured Missing","12/24/2016",5,"Female","Black","Ruther Glen","VA","22546","Sport Utility","Silver"
1286008,"Lost Injured Missing","01/09/2017",5,"Female","Asian","Canton","OH","44720",NA,NA
1294886,"Lost Injured Missing","04/23/2017",5,"Female","Hispanic","Waller","TX","77484",NA,NA
1294909,"Lost Injured Missing","04/15/2017",5,"Male","Biracial","Baldwin Park","CA","91706","Sedan, 4 door","Gray"
1312714,"Lost Injured Missing","11/03/2017",5,"Female","Biracial","Grandview","MO","64030",NA,NA
1079408,"Non Family Abduction","09/13/2007",5,"Female","Hispanic","Norcross","GA",NA,"Sedan, 4 door","Green"
1091339,"Non Family Abduction","03/14/2008",5,"Male","Black","Norfolk","VA","23523",NA,NA
1097053,"Non Family Abduction","06/01/2008",5,"Female","Hispanic","Indianapolis","IN",NA,"Sedan, 4 door","Green"
1099166,"Non Family Abduction","06/26/2008",5,"Male","White","Dublin","CA","94568","Sedan, 4 door","Blue"
1108248,"Non Family Abduction","10/19/2008",5,"Male","Black","Alexandria","VA","22312",NA,NA
1119235,"Non Family Abduction","03/25/2009",5,"Male","White","Boone","CO","81025","Pickup Truck","Black"
1137785,"Non Family Abduction","12/25/2009",5,"Female","Hispanic","Phoenix","AZ","85029","Pickup Truck","Gold"
1173327,"Non Family Abduction","06/05/2011",5,"Male","Black","Newport News","VA","23607","Sport Utility","Gold"
1182694,"Non Family Abduction","10/30/2011",5,"Female","White","Anderson","CA","96007","Sport Utility","White"
1197880,"Non Family Abduction","07/01/2012",5,"Male","Black","Mount Vernon","NY","10466",NA,NA
1203415,"Non Family Abduction","09/30/2012",5,"Female","Biracial","North Miami","FL","33181",NA,NA
1204922,"Non Family Abduction","10/24/2012",5,"Female","Biracial","Poplar Bluff","MO","63901","Sport Utility","Silver"
1210258,"Non Family Abduction","02/04/2013",5,"Male","Hispanic","North Miami","FL","33161","Sport Utility","Silver"
1213619,"Non Family Abduction","04/07/2013",5,"Female","White","Gladstone","MO","64119",NA,"Green"
1245608,"Non Family Abduction","03/19/2015",5,"Female","Black","Union Springs","AL",NA,"Van","Maroon"
1253413,"Non Family Abduction","08/18/2015",5,"Female","White","Mocksville","NC","27028","Crossover","Silver"
1275027,"Non Family Abduction","08/20/2016",5,"Female","White","Watkins","MN",NA,"Truck","White"
1065754,"Lost Injured Missing","03/08/2007",6,"Male","Biracial","Brunswick","GA","31520",NA,NA
1075178,"Lost Injured Missing","07/14/2007",6,"Male","Hispanic","Del Rio","TX","78840",NA,NA
1093695,"Lost Injured Missing","04/03/2008",6,"Female","Black","Urbana","IL","61801",NA,NA
1094062,"Lost Injured Missing","04/18/2008",6,"Male","Biracial","Chicago","IL",NA,NA,"Silver"
1096792,"Lost Injured Missing","05/28/2008",6,"Male","Hispanic","Nampa","ID",NA,"Sport Utility",NA
1103955,"Lost Injured Missing","08/20/2008",6,"Female","White","Minooka","IL","60447","Sedan, 4 door","Gold"
1113684,"Lost Injured Missing","01/10/2009",6,"Male","Black","Immokalee","FL","34142",NA,NA
1125778,"Lost Injured Missing","06/24/2009",6,"Male","White","Bakersville","NC","28705",NA,NA
1134094,"Lost Injured Missing","10/08/2009",6,"Female","White","Red Oak","OK","74432","Pickup Truck","White"
1144587,"Lost Injured Missing","04/06/2010",6,"Female","Black","Chicago","IL","60637",NA,NA
1149626,"Lost Injured Missing","06/12/2010",6,"Male","White","Saint George","UT","84770",NA,NA
1155356,"Lost Injured Missing","08/28/2010",6,"Male","Biracial","Bradenton","FL",NA,NA,"White"
1155513,"Lost Injured Missing","07/14/2010",6,"Female","White","Malden","MO","63863","Sedan, 4 door","Gray"
1156025,"Lost Injured Missing","09/11/2010",6,"Male","Hispanic","Davie","FL","33324","Sport Utility","Black"
1171497,"Lost Injured Missing","05/08/2011",6,"Female","Black","Chattanooga","TN","37411",NA,NA
1171960,"Lost Injured Missing","05/12/2011",6,"Male","White","Aurora","IL","60506",NA,NA
1176318,"Lost Injured Missing","07/20/2011",6,"Male","White","Hornell","NY","14843",NA,NA
1183069,"Lost Injured Missing","11/05/2011",6,"Male","White","Carrollton","KY",NA,NA,NA
1183069,"Lost Injured Missing","11/05/2011",6,"Male","White","Carrollton","KY",NA,NA,NA
1191586,"Lost Injured Missing","03/27/2012",6,"Male","White","Colony","MO",NA,NA,NA
1205377,"Lost Injured Missing","10/29/2012",6,"Female","Biracial","Staten Island","NY","10304",NA,NA
1205377,"Lost Injured Missing","10/29/2012",6,"Female","Biracial","Staten Island","NY","10304",NA,NA
1219378,"Lost Injured Missing","07/13/2013",6,"Female","Black","Harvey","LA","70058",NA,NA
1220072,"Lost Injured Missing","07/26/2013",6,"Female","White","Jackson","OH","45640",NA,NA
1226395,"Lost Injured Missing","12/15/2013",6,"Female","Biracial","Springfield","MA",NA,NA,NA
1233401,"Lost Injured Missing","05/24/2014",6,"Female","Black","Detroit","MI",NA,NA,NA
1236032,"Lost Injured Missing","08/02/2014",6,"Female","Biracial","East Bremerton","WA",NA,NA,NA
1237481,"Lost Injured Missing","09/06/2014",6,"Male","Hispanic","San Jose","CA","95111",NA,NA
1246824,"Lost Injured Missing","04/14/2015",6,"Male","White","Punta Gorda","FL","33983",NA,NA
1268704,"Lost Injured Missing","05/22/2016",6,"Male","Black","Junction City","KS","66441",NA,NA
1275405,"Lost Injured Missing","08/21/2016",6,"Female","White","Dos Palos","CA",NA,NA,NA
1276967,"Lost Injured Missing","09/18/2016",6,"Male","Black","Youngsville","LA","70592",NA,NA
1284309,"Lost Injured Missing","12/15/2016",6,"Male","White","Fond Du Lac","WI","54937","Sedan, 4 door","Black"
1285316,"Lost Injured Missing","12/31/2016",6,"Male","White","Aurora","CO","80013",NA,NA
1308471,"Lost Injured Missing","09/16/2017",6,"Female","White","Rio Rancho","NM","87124",NA,"Red"
1091906,"Non Family Abduction","03/23/2008",6,"Female","Hispanic","Homestead","FL","33030",NA,NA
1107980,"Non Family Abduction","10/15/2008",6,"Male","White","Las Vegas","NV","89156",NA,NA
1115570,"Non Family Abduction","02/05/2009",6,"Female","White","North Richland Hills","TX","76180","Pickup Truck","Gray"
1124922,"Non Family Abduction","05/22/2009",6,"Male","White","Skowhegan","ME","04976",NA,NA
1151625,"Non Family Abduction","06/25/2010",6,"Female","White","Carbon Hill","AL","35549",NA,NA
1158351,"Non Family Abduction","10/16/2010",6,"Male","Hispanic","Victoria","TX","77901","Van",NA
1160141,"Non Family Abduction","11/12/2010",6,"Male","Hispanic","Houston","TX","77088",NA,NA
1173327,"Non Family Abduction","06/05/2011",6,"Male","Black","Newport News","VA","23607","Sport Utility","Gold"
1181414,"Non Family Abduction","10/10/2011",6,"Male","Hispanic","Alvin","TX","77511",NA,"Black"
1188523,"Non Family Abduction","02/03/2012",6,"Female","Biracial","Saginaw","MI","48602","Sedan, 4 door","Maroon"
1190242,"Non Family Abduction","02/13/2012",6,"Female","Hispanic","Deming","NM","88030",NA,NA
1190242,"Non Family Abduction","02/13/2012",6,"Female","Hispanic","Deming","NM","88030",NA,NA
1193092,"Non Family Abduction","04/20/2012",6,"Female","Hispanic","Tucson","AZ","85711",NA,NA
1196384,"Non Family Abduction","06/09/2012",6,"Male","Black","Cabrillo","CA","90810",NA,NA
1198730,"Non Family Abduction","07/13/2012",6,"Female","Black","Fresno","CA","93727",NA,NA
1205259,"Non Family Abduction","10/30/2012",6,"Male","Hispanic","Barrio Obrero","PR","00915",NA,"Black"
1215022,"Non Family Abduction","04/30/2013",6,"Female","Black","Scooba","MS","39358","Sedan, 4 door","Gray"
1215236,"Non Family Abduction","05/04/2013",6,"Male","White","Confluence","PA","15424",NA,"White"
1215236,"Non Family Abduction","05/04/2013",6,"Male","White","Confluence","PA","15424",NA,"White"
1226663,"Non Family Abduction","12/21/2013",6,"Male","Biracial","Jefferson City","MO","65109","Sedan, 4 door","Maroon"
1232087,"Non Family Abduction","05/10/2014",6,"Female","White","Crossville","TN","38555","Sedan, 4 door","White"
1238449,"Non Family Abduction","09/29/2014",6,"Female","White","Duncan","OK","73533",NA,NA
1244490,"Non Family Abduction","02/22/2015",6,"Female","White","Corpus Christi","TX",NA,"Van","White"
1255938,"Non Family Abduction","10/11/2015",6,"Female","White","Houston","TX",NA,"Truck","Blue"
1270521,"Non Family Abduction","06/16/2016",6,"Female","Black","Yoakum","TX","77995","Sedan, 4 door","White"
1276757,"Non Family Abduction","09/14/2016",6,"Female","Hispanic","Wilmington","NC",NA,NA,NA
1297292,"Non Family Abduction","05/18/2017",6,"Male","Black","Jackson","MS","39203","Sedan, 4 door","Gray"
1313256,"Non Family Abduction","07/27/2017",6,"Female","Black","Los Angeles","CA","90047",NA,NA
1062318,"Lost Injured Missing","01/22/2007",7,"Male","White","Hohenwald","TN","38462",NA,NA
1073227,"Lost Injured Missing","06/14/2007",7,"Male","White","Nekoosa","WI","54457",NA,NA
1073227,"Lost Injured Missing","06/14/2007",7,"Male","White","Nekoosa","WI","54457",NA,NA
1074523,"Lost Injured Missing","07/04/2007",7,"Male","White","Memphis","TN",NA,NA,NA
1084955,"Lost Injured Missing","12/01/2007",7,"Male","Black","Destrehan","LA","70047","Sedan, 4 door","Green"
1092535,"Lost Injured Missing","03/31/2008",7,"Female","Asian","Salt Lake City","UT","84115",NA,NA
1092749,"Lost Injured Missing","04/02/2008",7,"Male","White","Sacramento","CA","95822","Sport Utility","Purple"
1094062,"Lost Injured Missing","04/18/2008",7,"Female","Biracial","Chicago","IL",NA,NA,"Silver"
1095122,"Lost Injured Missing","05/04/2008",7,"Male","Biracial","Carol City","FL","33055",NA,NA
1098314,"Lost Injured Missing","06/15/2008",7,"Male","Black","Pasadena","TX","77504",NA,NA
1100400,"Lost Injured Missing","07/12/2008",7,"Female","Biracial","Seattle","WA","98178",NA,NA
1101281,"Lost Injured Missing","07/22/2008",7,"Male","White","Reynoldsburg","OH","43068","Van","Brown"
1108668,"Lost Injured Missing","10/24/2008",7,"Male","Black","Chicago","IL",NA,NA,"White"
1129827,"Lost Injured Missing","08/18/2009",7,"Female","White","Idaho Falls","ID","83401","Sedan, 4 door","Yellow"
1133666,"Lost Injured Missing","10/19/2009",7,"Female","White","Orange Park","FL","32073",NA,NA
1134292,"Lost Injured Missing","10/20/2009",7,"Male","White","Georgetown","CA","95634",NA,"Silver"
1135584,"Lost Injured Missing","11/16/2009",7,"Male","Black","Kernersville","NC",NA,NA,NA
1139843,"Lost Injured Missing","01/22/2010",7,"Male","Biracial","Brooklyn","NY","11236",NA,NA
1139867,"Lost Injured Missing","01/24/2010",7,"Female","White","Geronimo","OK",NA,"Coupe","White"
1139867,"Lost Injured Missing","01/24/2010",7,"Female","White","Geronimo","OK",NA,"Coupe","White"
1141175,"Lost Injured Missing","12/14/2009",7,"Male","White","Omaha","NE",NA,NA,"Beige"
1144166,"Lost Injured Missing","02/25/2010",7,"Male","White","Spokane","WA","99217",NA,NA
1149070,"Lost Injured Missing","06/04/2010",7,"Male","White","Portland","OR","97230",NA,NA
1149070,"Lost Injured Missing","06/04/2010",7,"Male","White","Portland","OR","97230",NA,NA
1149727,"Lost Injured Missing","12/20/2008",7,"Male","Biracial","Kingston","TN",NA,NA,"Gray"
1160897,"Lost Injured Missing","11/26/2010",7,"Male","White","Morenci","MI","49256","Van","Silver"
1160897,"Lost Injured Missing","11/26/2010",7,"Male","White","Morenci","MI","49256","Van","Silver"
1173716,"Lost Injured Missing","06/12/2011",7,"Male","White","Aurora","IN","47001",NA,NA
1174423,"Lost Injured Missing","06/10/2011",7,"Male","Biracial","Bath","NY","14810","Sedan, 4 door","Silver"
1175182,"Lost Injured Missing","07/05/2011",7,"Male","Hispanic","Phoenix","AZ","85051",NA,NA
1175898,"Lost Injured Missing","07/16/2011",7,"Female","Black","Detroit","MI","48202","Sedan, 4 door","Gold"
1178367,"Lost Injured Missing","08/22/2011",7,"Male","Asian","Madison","WI","53711",NA,NA
1179627,"Lost Injured Missing","09/11/2011",7,"Male","Hispanic","Arvin","CA","93203",NA,NA
1180394,"Lost Injured Missing","09/24/2011",7,"Male","White","Willisburg","KY","40078",NA,NA
1185214,"Lost Injured Missing","12/02/2011",7,"Female","Hispanic","Canton","GA","30114",NA,NA
1197266,"Lost Injured Missing","06/20/2012",7,"Male","White","Canon City","CO",NA,"Motorized Home","Tan"
1197266,"Lost Injured Missing","06/20/2012",7,"Male","White","Canon City","CO",NA,"Sport Utility","Tan"
1203253,"Lost Injured Missing","09/23/2012",7,"Male","White","Unionville","TN",NA,NA,NA
1208583,"Lost Injured Missing","01/05/2013",7,"Male","White","Seligman","AZ","86337",NA,NA
1209858,"Lost Injured Missing","06/03/2009",7,"Male","Hispanic","San Luis Potosi",NA,NA,NA,NA
1209858,"Lost Injured Missing","06/03/2009",7,"Male","Hispanic","San Luis Potosi",NA,NA,NA,NA
1218439,"Lost Injured Missing","06/26/2013",7,"Female","Hispanic","Eagle Pass","TX","78852",NA,"White"
1218629,"Lost Injured Missing","02/01/2013",7,"Male","Hispanic","Parlier","CA","94648",NA,NA
1218976,"Lost Injured Missing","07/07/2013",7,"Male","Black","Washington","DC","200025",NA,NA
1220243,"Lost Injured Missing","07/29/2013",7,"Male","Black","Riverdale","IL","60827",NA,NA
1223459,"Lost Injured Missing","09/29/2013",7,"Male","Hispanic","Carrollton","TX","75006","Sport Utility","White"
1224855,"Lost Injured Missing","11/01/2013",7,"Male","Black","Brandon","MS","39042",NA,NA
1224855,"Lost Injured Missing","11/01/2013",7,"Male","Black","Brandon","MS","39042",NA,NA
1231781,"Lost Injured Missing","05/03/2014",7,"Male","Black","Philadelphia","PA","19151",NA,NA
1232154,"Lost Injured Missing","05/12/2014",7,"Female","Black","Oakland","CA","94605",NA,NA
1247001,"Lost Injured Missing","04/17/2015",7,"Male","Black","York","PA","17401",NA,NA
1249551,"Lost Injured Missing","05/07/2015",7,"Female","Biracial","New Philadelphia","OH","33134",NA,"Blue"
1258714,"Lost Injured Missing","11/13/2015",7,"Male","Black","Flint","MI","48505",NA,NA
1262593,"Lost Injured Missing","02/05/2016",7,"Male","Black","Pittsburgh","PA","15235","Sedan, 4 door","Black"
1270141,"Lost Injured Missing","06/10/2016",7,"Male","Black","Pico Rivera","CA","90660",NA,NA
1272811,"Lost Injured Missing","07/19/2016",7,"Female","White","Amarillo","TX",NA,NA,NA
1275405,"Lost Injured Missing","08/21/2016",7,"Male","White","Dos Palos","CA",NA,NA,NA
1287045,"Lost Injured Missing","01/21/2017",7,"Male","Biracial","Virginia Beach","VA",NA,"Sport Utility","Green"
1297214,"Lost Injured Missing","05/13/2017",7,"Male","White","Fairbanks","AK","99712",NA,NA
1297214,"Lost Injured Missing","05/13/2017",7,"Male","White","Fairbanks","AK","99712",NA,NA
1306206,"Lost Injured Missing","08/20/2017",7,"Female","White","South Lake Tahoe","CA","96150","Sport Utility","Black"
1310494,"Lost Injured Missing","10/11/2017",7,"Male","White","Pedro","OH","45659",NA,NA
1074293,"Non Family Abduction","06/29/2007",7,"Female","Hispanic","Bakersfield","CA","93307",NA,NA
1113605,"Non Family Abduction","01/09/2009",7,"Male","Hispanic","Riverside","CA",NA,NA,NA
1158024,"Non Family Abduction","10/11/2010",7,"Female","White","Rome","GA",NA,NA,NA
1182694,"Non Family Abduction","10/30/2011",7,"Male","White","Anderson","CA","96007","Sport Utility","White"
1198224,"Non Family Abduction","07/06/2012",7,"Male","Black","Houston","TX","77044","Sedan, 4 door","Black"
1209946,"Non Family Abduction","01/27/2013",7,"Male","White","Citrus Heights","CA","95621","Sport Utility","Silver"
1236489,"Non Family Abduction","08/13/2014",7,"Female","White","Oswegatchie","NY",NA,"Sedan, 4 door","White"
1240220,"Non Family Abduction","11/08/2014",7,"Female","White","Ardmore","OK",NA,"Hatchback/Fastback","Silver"
1251170,"Non Family Abduction","07/08/2015",7,"Male","Hispanic","Alice","TX","78332","Sedan, 4 door","White"
1260302,"Non Family Abduction","12/31/2015",7,"Male","Black","Zwolle","LA","71486","Sport Utility",NA
1283232,"Non Family Abduction","12/05/2016",7,"Female","Hispanic","Wichita","KS",NA,"Sport Utility","Black"
1067473,"Lost Injured Missing","03/28/2007",8,"Female","White","Mesa","AZ",NA,NA,NA
1077707,"Lost Injured Missing","08/12/2007",8,"Female","White","Shamokin","PA",NA,"Sedan, 2 door","White"
1083730,"Lost Injured Missing","11/09/2007",8,"Female","Black","Irvington","NJ","07111",NA,NA
1096931,"Lost Injured Missing","05/29/2008",8,"Female","White","Naples","FL","34104","Sedan, 4 door","Tan"
1100044,"Lost Injured Missing","07/08/2008",8,"Male","Black","Chicago","IL",NA,NA,NA
1100044,"Lost Injured Missing","07/08/2008",8,"Male","Black","Chicago","IL",NA,NA,NA
1101281,"Lost Injured Missing","07/22/2008",8,"Female","White","Reynoldsburg","OH","43068","Van","Brown"
1107777,"Lost Injured Missing","10/13/2008",8,"Male","Am. Ind.","Sand Springs","OK","74063",NA,NA
1109474,"Lost Injured Missing","11/05/2008",8,"Male","White","Sheboygan","WI","53081",NA,NA
1110175,"Lost Injured Missing","11/14/2008",8,"Male","White","Independence","OR","97351",NA,NA
1119218,"Lost Injured Missing","03/27/2009",8,"Female","Hispanic","Tracy","CA","95376",NA,NA
1119681,"Lost Injured Missing","03/16/2009",8,"Female","Black","East Orange","NJ","07017",NA,NA
1125237,"Lost Injured Missing","06/13/2009",8,"Male","Black","Salt Lake City","UT","84104",NA,NA
1128002,"Lost Injured Missing","07/24/2009",8,"Male","White","Boise","ID","83705",NA,NA
1139960,"Lost Injured Missing","01/25/2010",8,"Male","White","Fayetteville","TN","37334","Station Wagon","Gray"
1139960,"Lost Injured Missing","01/25/2010",8,"Male","White","Fayetteville","TN","37334",NA,"Blue"
1144986,"Lost Injured Missing","04/12/2010",8,"Male","White","Oakland","CA","94602",NA,NA
1145526,"Lost Injured Missing","04/16/2010",8,"Male","Black","Dallas","TX","75235",NA,NA
1151032,"Lost Injured Missing","06/30/2010",8,"Male","White","Reedsburg","WI",NA,NA,NA
1151453,"Lost Injured Missing","07/07/2010",8,"Male","Black","Norfolk","VA","23508",NA,NA
1154846,"Lost Injured Missing","08/24/2010",8,"Male","White","Lumberton","NJ","08048","Sport Utility","Black"
1161779,"Lost Injured Missing","12/12/2010",8,"Male","Hispanic","Orlando","FL",NA,NA,NA
1172918,"Lost Injured Missing","05/28/2011",8,"Male","White","Kissimmee","FL","34741",NA,"White"
1176318,"Lost Injured Missing","07/20/2011",8,"Female","White","Hornell","NY","14843",NA,NA
1179630,"Lost Injured Missing","09/12/2011",8,"Male","White","Twin Peaks","CA","92391",NA,NA
1180212,"Lost Injured Missing","09/21/2011",8,"Female","White","Mitchell","NE","69357",NA,NA
1182284,"Lost Injured Missing","10/23/2011",8,"Male","White","Richmond","VA",NA,NA,NA
1182284,"Lost Injured Missing","10/23/2011",8,"Male","White","Richmond","VA",NA,NA,NA
1186243,"Lost Injured Missing","12/23/2011",8,"Female","Hispanic","Grapevine","TX","76051",NA,NA
1193991,"Lost Injured Missing","05/02/2012",8,"Female","White","Casar","NC","28020",NA,NA
1198465,"Lost Injured Missing","07/10/2012",8,"Male","White","Montour Falls","NY","14865","Pickup Truck","Blue"
1198726,"Lost Injured Missing","07/13/2012",8,"Female","White","Evansdale","IA","50707",NA,NA
1200858,"Lost Injured Missing","08/10/2012",8,"Female","Hispanic","Las Vegas","NV","89106",NA,NA
1216159,"Lost Injured Missing","05/17/2013",8,"Male","White","Escambia","FL",NA,NA,NA
1221229,"Lost Injured Missing","08/14/2013",8,"Male","Black","Peoria","IL",NA,NA,NA
1221397,"Lost Injured Missing","08/18/2013",8,"Male","White","Fort Wayne","IN","46805",NA,NA
1223001,"Lost Injured Missing","05/25/2013",8,"Female","White","Mesa","AZ","85201","Pickup Truck","Blue"
1223459,"Lost Injured Missing","09/29/2013",8,"Female","Hispanic","Carrollton","TX","75006","Sport Utility","White"
1225118,"Lost Injured Missing","11/08/2013",8,"Male","Black","West Palm Beach","FL","33409",NA,NA
1226916,"Lost Injured Missing","12/28/2013",8,"Male","Hispanic","North Las Vegas","NV","89084",NA,NA
1232076,"Lost Injured Missing","05/09/2014",8,"Male","Black","Miami","FL","33161",NA,NA
1237246,"Lost Injured Missing","09/01/2014",8,"Female","White","Bullhead City","AZ","86442",NA,NA
1237246,"Lost Injured Missing","09/01/2014",8,"Female","White","Bullhead City","AZ","86442",NA,NA
1237963,"Lost Injured Missing","09/16/2014",8,"Female","Black","Prichard","AL","36612",NA,NA
1238311,"Lost Injured Missing","09/25/2014",8,"Male","White","Skokie","IL","60077",NA,NA
1239607,"Lost Injured Missing","10/25/2014",8,"Male","Biracial","Macclenny","FL","32063",NA,NA
1247671,"Lost Injured Missing","04/25/2015",8,"Female","Biracial","Glasgow","KY","42141",NA,NA
1247671,"Lost Injured Missing","04/25/2015",8,"Female","Biracial","Glasgow","KY","42141",NA,NA
1250223,"Lost Injured Missing","06/21/2015",8,"Male","Black","Niagara Falls","NY","14305",NA,NA
1252041,"Lost Injured Missing","07/26/2015",8,"Female","White","Santa Cruz","CA","95060",NA,NA
1258714,"Lost Injured Missing","11/13/2015",8,"Female","Black","Flint","MI","48505",NA,NA
1270170,"Lost Injured Missing","06/12/2016",8,"Male","White","Duncan","OK","73533",NA,NA
1271931,"Lost Injured Missing","05/30/2016",8,"Female","Hispanic","Hialeah Gardens","FL","33018",NA,NA
1275405,"Lost Injured Missing","08/21/2016",8,"Male","White","Dos Palos","CA",NA,NA,NA
1301922,"Lost Injured Missing","07/07/2017",8,"Male","Black","Brownsburg","IN","46112",NA,NA
1309709,"Lost Injured Missing","09/22/2017",8,"Male","Black","Port Saint Lucie","FL","34952","Sedan, 4 door","Gray"
1315674,"Lost Injured Missing","12/08/2017",8,"Male","Black","Dallas","TX","75228",NA,NA
1074293,"Non Family Abduction","06/29/2007",8,"Male","Hispanic","Bakersfield","CA","93307",NA,NA
1091339,"Non Family Abduction","03/14/2008",8,"Male","Black","Norfolk","VA","23523",NA,NA
