Case Type,Case Number,Status,Source,Incident Date,Incident Time,Incident Location Type,Incident Location,Incident City,Incident State,Incident Zip,Incident County,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Perceived Age 1,Child Perceived Age 2,Child Perceived Age 3,Child Perceived Age 4,Child Perceived Age 5,Child Perceived Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Race 1,Offender Race 2,Offender Race 3,Offender Age 1,Offender Age 2,Offender Age 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Vehicle Style 1,Vehicle Style 2,Vehicle Color 1,Vehicle Color 2,How Got Away,How Got Away Detail,Offender Method Animal,Offender Method Candy,Offender Method Money,Offender Method Ride,Offender Method Other,Offender Method Other Detail
Attempted Abduction,1199539,Closed,Internet,7/23/2012,8:15 PM,Street,Unknown,Park Hills,MO,63601,St. Francois,468714,468720,468721,468725,468728,468730,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Female,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Male,Male,,White,White,,22,,,,Unknown,,,,Black,,Ran Away,,0,0,0,0,-1,Directions
Attempted Abduction,1245419,Closed,Internet,3/13/2015,8:15 AM,Other,Hawk Ln & Wren Rd,Suffolk,VA,23434,Suffolk City,528572,528962,528963,528964,528965,528966,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,14-16,14-16,14-16,14-16,14-16,14-16,Male,,,Black,,,57,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1248282,Closed,Internet,5/2/2015,7:22 PM,Street,S May Ave & SW 48th St,Oklahoma City,OK,73119,Oklahoma,533246,533248,533249,533250,533251,533252,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7,11,Unknown,Unknown,Unknown,Unknown,Male,,,White,,,57,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1272357,Closed,Internet,7/3/2016,12:00 AM,Recreational - Other,1145 Buena Vista Dr,Orlando,FL,32830,Orange,568392,568395,568396,568397,568398,568399,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12,16,Unknown,Unknown,Unknown,Unknown,Male,,,Unknown,,,27,,,,,,,,,,Other,Suspect left the area,0,0,0,0,-1,
Attempted Abduction,1244931,Closed,Internet,2/19/2015,7:00 PM,Religious Facility,555 Waverley St,Palo Alto,CA,94301,Santa Clara,527748,527749,527750,527751,527754,,Unknown,Unknown,Unknown,Unknown,Unknown,,Male,Male,Male,Male,Female,,Unknown,Unknown,Unknown,Unknown,Unknown,,Male,,,White,,,64,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1259250,Closed,Internet,12/7/2015,12:00 AM,School - Bus Stop,E 3rd Ave & N Greensferry Rd,Post Falls,ID,83854,Kootenai,549779,549788,549789,549790,549791,,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,,Male,,,Unknown,,,,,,35-45,,,,,,,Adult/Child Intervened,Ran away,-1,0,0,0,-1,Waved
Attempted Abduction,1265353,Closed,Internet,3/26/2016,4:00 PM,Street,200 S Woodlawn St,St. Augustine,FL,32084,St. Johns,558498,558499,558500,558501,558502,,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,,Male,,,Black,,,51,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1275257,Closed,Internet,8/21/2016,6:10 PM,Street,1400 Woodlawn Rd,Glenview,IL,60025,Cook,572432,572442,572443,572444,572445,,Unknown,Unknown,Unknown,Unknown,Unknown,,Female,Female,Female,Female,Female,,Unknown,Unknown,Unknown,Unknown,Unknown,,Male,,,White,,,,,,50-55,,,,,Gray,,Ran Away,Refused,0,0,0,-1,-1,Question
Attempted Abduction,1187091,Closed,Internet,1/3/2012,12:00 AM,Street,N Milwaukee Ave & N Drake Ave,Chicago,IL,60618,Cook,455064,455065,455066,455067,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,White,,,26,,,,,,,,White,,Ignored/Refused,,0,0,0,0,-1,Impersonate Police
Attempted Abduction,1190890,Closed,Internet,2/19/2012,7:00 PM,Playgrnd,Derwyn Rd & Highland Ave,Drexel Hill,PA,19026,Delaware,459275,459276,459277,459278,,,Unknown,Unknown,Unknown,Unknown,,,Male,Male,Male,Male,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,White,,,,,,50-59,,,Van,,,,Ran Away,,0,0,0,0,-1,Questions
Attempted Abduction,1192607,Closed,Internet,3/10/2012,11:00 AM,Trans Facility,Address Unknown,Honolulu,HI,,Honolulu,461138,461139,461140,461141,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Female,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,White,,,Unknown,,,,,,,,,,None,,0,0,0,0,-1,None
Attempted Abduction,1194369,Closed,Internet,5/2/2012,12:00 AM,Street,Rte 30,East Mckeesport,PA,15035,Allegheny,463023,463024,463025,463026,,,Unknown,Unknown,Unknown,Unknown,,,Male,Male,Male,Male,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,White,,,49,,,,,,Sport Utility,,Black,,Ignored/Refused,,0,0,-1,-1,-1,Directions
Attempted Abduction,1198071,Closed,Internet,7/2/2012,9:30 PM,Street,8800  Emerald Av,Fontana,CA,92335,San Bernardino,467097,467098,467099,467100,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,8,10,Unknown,Unknown,,,Male,,,Hispanic,,,,,,35-40,,,,,Gray,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1198579,Closed,Internet,6/20/2012,2:45 PM,Home - Residence,7446 Noble Ct,Mentor,OH,44060,Lake,467647,467648,467649,467650,,,Unknown,Unknown,Unknown,Unknown,,,Male,Unknown,Unknown,Unknown,,,8,Unknown,Unknown,Unknown,,,Male,,,White,,,53,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Assistance
Attempted Abduction,1200897,Closed,Internet,8/16/2012,11:30 AM,Playgrnd,Browns Valley Rd,Napa,CA,94558,Napa,470195,470196,470197,470198,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,Hispanic,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1205384,Closed,Internet,10/24/2012,3:50 PM,Street,Tappan Rd & Birchwood Rd,Northvale,NJ,07647,Bergen,475113,475114,475115,475116,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Male,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,White,,,,,,20-30,,,"Sedan, 4 door",,Silver,,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1207449,Closed,Internet,12/4/2012,3:29 PM,Street,Unknown,South Sioux City,NE,68776,Dakota,477377,477378,477379,477380,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Male,Male,,Hispanic,Hispanic,,,,,Unknown,22-28,,Pickup Truck,,Gray,,Unknown,,0,0,0,-1,0,
Attempted Abduction,1211154,Closed,Internet,2/15/2013,12:00 AM,School - Bus Stop,Unknown,Seguin,TX,78155,Guadalupe,481502,481503,481504,481505,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,10,Unknown,Unknown,Unknown,,,Male,,,White,,,68,,,,,,Pickup Truck,,,,Ignored/Refused,,0,0,0,-1,-1,20
Attempted Abduction,1215369,Closed,Internet,4/24/2013,5:00 PM,Street,39100 Welsh Ln,Beach Park,IL,60087,Lake,486360,486361,486362,486363,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Female,,,4,8,Unknown,Unknown,,,Male,,,White,,,29,,,,,,"Sedan, 4 door",,Black,,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1218502,Closed,Internet,6/24/2013,12:00 AM,Home - Residence,Unknown,Salt Lake City,UT,84111,Salt Lake,489972,489973,489974,489975,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,3,8,11,Unknown,,,Male,,,White,,,45,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,
Attempted Abduction,1219918,Closed,Internet,7/7/2013,4:00 PM,Park,300 Woodlawn Dr,Fort Collins,CO,80524,Larimer,491628,491629,491631,491632,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Female,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,White,,,,,,50-59,,,,,,,Other,Suspect fled scene,0,0,0,0,-1,None
Attempted Abduction,1225782,Closed,Internet,11/20/2013,12:00 AM,Unknown,Unknown,Logan,OH,43138,Hocking,499477,499478,499479,499480,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Female,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,White,,,18,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1240820,Closed,Internet,9/18/2014,12:00 AM,Playgrnd,98 Lefever St,Gettysburg,PA,17325,Adams,521574,521579,521580,521581,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,Unknown,,,60,,,,,,,,,,Other,The suspect went into his house after exposing himself to the children,0,0,0,0,-1,None
Attempted Abduction,1244598,Closed,Internet,2/17/2015,2:30 PM,Home - Residence,107 Phinizy St,Grovetown,GA,30813,Columbia,527247,527251,527252,527253,,,White,Biracial,Biracial,Biracial,,,Female,Female,Female,Female,,,3,4,6,8,,,Male,,,White,,,26,,,,,,,,,,Adult/Child Intervened,,0,0,-1,0,0,
Attempted Abduction,1246728,Closed,Internet,4/10/2015,7:30 AM,Street,S Texas Ave & Americana Blvd,Orlando,FL,32839,Orange,530603,530619,530620,530621,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Female,,,7,Unknown,Unknown,Unknown,,,Male,,,Black,,,,,,30-40,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1248500,Closed,Internet,4/28/2015,12:00 AM,Street,Barwick Rd,Delray Beach,FL,33445,Palm Beach,533588,533591,533592,533593,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,Black,,,25,,,,,,,,,,Ignored/Refused,,0,0,0,0,-1,None
Attempted Abduction,1254586,Closed,Internet,9/5/2015,8:15 PM,Recreational - Other,1500 N 25th St,Harlingen,TX,78550,Cameron,543361,543371,543372,543373,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,Hispanic,,,26,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1256228,Closed,Internet,10/14/2015,6:37 PM,Athletic Field,Crete Ave,Newburgh Heights,OH,44105,Cuyahoga,545608,545609,545610,545611,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Female,,,Unknown,Unknown,Unknown,Unknown,,,Male,Female,,White,White,,,,,25-29,25-29,,Van,,Red,,Ignored/Refused,,0,0,0,0,-1,Invitation; Called over
Attempted Abduction,1260565,Closed,Internet,12/16/2015,3:30 PM,Street,1100 S Locust St,Oxford,OH,45056,Butler,551620,551621,551622,551623,,,Unknown,Unknown,Unknown,Unknown,,,Male,Male,Male,Male,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,White,,,46,,,,,,,,,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1260481,Closed,Internet,12/15/2015,8:00 PM,Library,301 2nd Ave North,Great Falls,MT,59401,Cascade,551504,551783,551784,551785,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Female,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,Am. Ind.,,,52,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1260851,Closed,Internet,1/10/2016,12:00 AM,Home - Residence,1600 Windsor Ave,Centralia,WA,98531,Lewis,552027,552028,552029,552030,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,Hispanic,,,,,,40-50,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1261156,Closed,Internet,1/15/2016,7:00 PM,Street,500 Palm Ave,Coronado,CA,92118,San Diego,552508,552509,552510,552511,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Female,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,White,,,,,,50-59,,,Pickup Truck,,,,Ran Away,,0,0,0,0,-1,Question
Attempted Abduction,1264748,Closed,Internet,3/16/2016,12:00 AM,Park,Hill Park Dr,Independence,MO,64052,Jackson,557654,557655,557656,557657,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,White,,,26,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1269032,Closed,Internet,5/23/2016,8:50 PM,Street,Post Rd & Todd Dr,Madison,WI,53713,Dane,563783,563784,563785,563786,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Male,,,15,10,8,8,,,Male,,,Unknown,,,,,,30-40,,,,,Gray,,Ran Away,,0,0,0,0,-1,Questions; Comments
Attempted Abduction,1273255,Closed,Internet,7/15/2016,12:00 AM,Street,4981 Bridge Ln,Mason,OH,45040,Warren,569665,569672,569673,569674,,,Unknown,Unknown,Unknown,Unknown,,,Female,Unknown,Unknown,Unknown,,,10,Unknown,Unknown,Unknown,,,Male,,,Asian,,,65,,,,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1279606,Closed,Internet,10/19/2016,5:30 PM,Street,Houston St & W Main St,Wolfe City,TX,75496,Hunt,578263,578264,578265,578266,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Male,Female,,White,White,,,,,Unknown,Unknown,,Sport Utility,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1280427,Closed,Internet,10/27/2016,3:30 PM,Street,121 E North St,Algona,IA,50511,Humboldt,579340,579341,579342,579343,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Female,,,7,7,7,7,,,Male,,,White,,,,,,40-59,,,,,Gray,,Ran Away,,0,0,-1,0,0,
Attempted Abduction,1285552,Closed,Internet,12/16/2016,3:50 PM,Street,600 Stanton Rd,Mobile,AL,36617,Mobile,586006,586009,586011,586012,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,Unknown,,,Male,,,Black,,,65,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1188255,Closed,Internet,1/28/2012,5:30 PM,Park,6100 9th St E - Pride Park,Bradenton,FL,34203,Manatee,456360,456361,456362,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,7,9,10,,,,Male,,,Black,,,20,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,Secret
Attempted Abduction,1189815,Closed,Internet,2/21/2012,8:30 AM,Street,Old Valley Dr & Softwind Dr,Moreno Valley,CA,92553,Riverside,458083,458084,458085,,,,Unknown,Unknown,Unknown,,,,Female,Male,Male,,,,14,Unknown,Unknown,,,,Male,,,Black,,,,,,Unknown,,,Van,,White,,Ignored/Refused,Ran Away,0,0,-1,0,0,
Attempted Abduction,1191809,Closed,Internet,3/28/2012,3:30 PM,Street,12800 N Dakota Rd,Spokane,WA,99218,Spokane,460268,460269,460270,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Male,,,,7,9,11,,,,Male,Female,,Unknown,Unknown,,,,,Unknown,Unknown,,Station Wagon,,Green,,Ignored/Refused,,-1,-1,0,0,0,
Attempted Abduction,1192608,Closed,Internet,4/7/2012,5:30 PM,Park,9th St E & 63rd Ave,Bradenton,FL,34203,Manatee,461142,461143,461144,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,7,9,10,,,,Male,,,Black,,,20,,,,,,,,,,Fought/Broke Free,Ran Away,0,0,0,0,-1,Secret
Attempted Abduction,1192929,Closed,Internet,4/16/2012,8:00 PM,Street,McNair St & Locust St,New Haven,MO,63068,Franklin,461470,461471,461472,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,15,15,15,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,Red,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1194199,Closed,Internet,5/4/2012,6:26 PM,Home - Residence,1000 Idyllwild Dr,San Jacinto,CA,92582,Riverside,462844,462847,462848,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,44,,,,,,,,,,None,,0,0,0,0,-1,None
Attempted Abduction,1195812,Closed,Internet,5/21/2012,2:30 PM,Street,70th St North & 5th Av North,St. Petersburg,FL,33710,Pinellas,464587,464589,464590,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,12,11,5,,,,Male,,,White,,,,,,50-55,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1196856,Closed,Internet,6/14/2012,12:00 AM,Street,Unknown,Waymart,PA,18472,Wayne,465755,465756,465757,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,9,11,13,,,,Male,,,White,,,28,,,,,,,,Gray,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1197610,Closed,Internet,6/21/2012,12:00 AM,Home - Residence,600 Linn Ln,Salisbury,NC,28144,Rowan,466584,466585,466586,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Female,,,Black,,,,,,Unknown,,,Sport Utility,,,,Adult/Child Intervened,,0,0,0,0,-1,none
Attempted Abduction,1197634,Closed,Internet,2/14/2012,12:00 AM,Street,Unknown,San Jacinto,CA,92583,Riverside,466617,466619,466620,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,15,,,,Male,,,Black,,,34,,,,,,"Sedan, 2 door",,Red,,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1197709,Closed,Internet,5/16/2012,12:00 AM,Street,Orange St & Pennsylvania Av,Redlands,CA,92374,San Bernardino,466706,466707,466708,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,15,17,Unknown,,,,Male,,,Hispanic,,,,,,20-25,,,"Sedan, 4 door",,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1199507,Closed,Internet,7/16/2012,12:00 AM,School - Facility,Brownsboro Pl,Anderson Township,OH,45255,Hamilton,468679,468681,468682,,,,Unknown,Unknown,Unknown,,,,Male,Unknown,Unknown,,,,8,Unknown,Unknown,,,,Male,,,Unknown,,,16,,,,,,,,Brown,,Adult/Child Intervened,,0,-1,0,0,0,
Attempted Abduction,1200390,Closed,Internet,7/26/2012,12:00 AM,Home - Residence,14th St & NW 4th Ave,Miami,FL,33125,Miami-Dade,469642,469648,469649,,,,Black,Black,Black,,,,Male,Female,Unknown,,,,4,7,Unknown,,,,Male,,,Black,,,39,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1201150,Closed,Internet,8/7/2012,12:00 AM,School - Facility,3950 Chesapeake Street Northwest,Washington,DC,20016,District of Columbia,470472,470473,470474,,,,Unknown,Unknown,Unknown,,,,Male,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1202010,Closed,Internet,8/22/2012,12:00 AM,Street,Parkway Dr & Angier Av,Atlanta,GA,30308,Fulton,471398,471399,471400,,,,Black,Black,Unknown,,,,Female,Female,Unknown,,,,7,12,9,,,,Male,,,Black,,,,,,50,,,Pickup Truck,,Black,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1202106,Closed,Internet,8/8/2012,12:00 AM,Street,Unknown,Boyertown,PA,19512,Berks,471505,471507,471508,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,9,10,11,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ignored/Refused,,0,0,0,0,-1,None
Attempted Abduction,1202108,Closed,Internet,8/31/2012,4:00 PM,Street,S. Baltimore St & Farmers Alley,Dillsburg,PA,17019,York,471509,471511,471512,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,Unknown,,,Van,,"Blue, Dark",,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1203296,Closed,Internet,9/21/2012,6:30 PM,Street,Cabana Dr & Autumn Dr,Clarksville,TN,37042,Montgomery,472829,472830,472831,,,,Unknown,Unknown,Unknown,,,,Female,Unknown,Unknown,,,,10,7,Unknown,,,,Male,,,White,,,,,,50-69,,,Pickup Truck,,Gray,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1203332,Closed,Internet,8/22/2012,12:00 AM,Street,Unknown,Monticello,IL,61856,Piatt,472870,472872,472873,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,5,6,7,,,,Male,Female,,White,White,,,,,20-29,Unknown,,Pickup Truck,,Red,,Ran Away,,-1,0,0,0,0,
Attempted Abduction,1204990,Closed,Internet,10/18/2012,12:00 AM,School - Facility,16250 U.S. 45,Citronelle,AL,,Mobile,474657,474659,474660,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,Unknown,,,,,,Unknown,,,,,Red,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1205277,Closed,Internet,10/26/2012,5:30 PM,Home - Residence,N Lindbergh Blvd & St. Charles Rock Rd,St. Ann,MO,63044,St. Louis,474998,474999,475000,,,,Unknown,Unknown,Unknown,,,,Female,Male,Unknown,,,,8,11,Unknown,,,,Male,Male,,Black,Black,,,,,Unknown,40-50,,Van,,White,,Ignored/Refused,,0,0,0,0,-1,Potato chips
Attempted Abduction,1205319,Closed,Internet,10/12/2012,11:00 AM,Retail - Food/Conv/Gas,3600 Old Hickory Blvd,Nashville,TN,37218,Metro Government of Nashville,475038,475046,475048,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,12,10,12,,,,Male,,,White,,,,,,17-25,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Asking for the time
Attempted Abduction,1206622,Closed,Internet,11/5/2012,4:30 PM,Street,Hillside Ln & Main St,Levittown,PA,19054,Bucks,476472,476473,476474,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,Male,,White,White,,,,,Unknown,50,,Van,,Silver,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1208629,Closed,Internet,12/4/2012,4:00 PM,Street,Kindler Av & W Fulliam Av,Muscatine,IA,52761,Muscatine,478704,478705,478706,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,20,,,Van,,Black,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1208662,Closed,Internet,12/16/2012,11:30 AM,Street,Maple St & Grant St,Covington,OH,45318,Miami,478743,478744,478745,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,Unknown,,,23,,,,,,Pickup Truck,,Red,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1208935,Closed,Internet,1/3/2013,8:30 AM,School - Bus Stop,W Cub St & S Ice Bear Way,Meridian,ID,83642,Ada,479049,479050,479051,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,Unknown,,,,,White,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1208726,Closed,Internet,12/13/2012,12:00 AM,Street,Unknown,Maynard,IA,50655,Fayette,478810,479059,479060,,,,Unknown,Unknown,Unknown,,,,Female,Unknown,Unknown,,,,10,Unknown,Unknown,,,,Male,,,White,,,19,,,,,,,,,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1209333,Closed,Internet,1/12/2013,9:45 AM,School - Facility,160 Ridgewood Rd,Riverside,IL,60546,Cook,479487,479493,479494,,,,Unknown,Unknown,Unknown,,,,Male,Male,Male,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,49,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1209602,Closed,Internet,1/18/2013,12:00 AM,Street,Unknown,Coldwater,MI,49036,Branch,479770,479771,479772,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,5,8,5,,,,Male,,,White,,,35,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1211027,Closed,Internet,1/31/2013,7:20 PM,Street,Williams Av & Pleasant Av,Hamilton,OH,45015,Butler,481364,481365,481366,,,,Unknown,Unknown,Unknown,,,,Male,Male,Male,,,,10,11,13,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1211174,Closed,Internet,2/15/2013,4:30 PM,Street,2442 Ross Rd,Silver Spring,MD,20910,Montgomery,481531,481533,481534,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,Hispanic,,,,,,40-49,,,,,,,Ran Away,,0,0,0,0,-1,Conversation
Attempted Abduction,1212165,Closed,Internet,3/3/2013,12:00 AM,Street,Steel Bridge Rd & Hale View Cir,Canton,GA,30114,Cherokee,482667,482669,482670,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,11,Unknown,Unknown,,,,Male,,,Unknown,,,,,,20-30,,,,,Silver,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1212168,Closed,Internet,3/7/2013,6:00 PM,Street,Harrison St & Art Hill St,Nixa,MO,65714,Christian,482675,482676,482677,,,,Unknown,Unknown,Unknown,,,,Female,Female,Male,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,30-39,,,Sport Utility,,Green,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1212233,Closed,Internet,3/2/2013,12:00 AM,Street,4500 Bannister Road,Fair Oaks,CA,95628,Sacramento,482752,482753,482754,,,,Unknown,Unknown,Unknown,,,,Female,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,20-26,,,,,,,Released,,0,0,0,0,-1,None
