Case Type,Case Number,Status,Source,Incident Date,Incident Time,Incident Location Type,Incident Location,Incident City,Incident State,Incident Zip,Incident County,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Perceived Age 1,Child Perceived Age 2,Child Perceived Age 3,Child Perceived Age 4,Child Perceived Age 5,Child Perceived Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Race 1,Offender Race 2,Offender Race 3,Offender Age 1,Offender Age 2,Offender Age 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Vehicle Style 1,Vehicle Style 2,Vehicle Color 1,Vehicle Color 2,How Got Away,How Got Away Detail,Offender Method Animal,Offender Method Candy,Offender Method Money,Offender Method Ride,Offender Method Other,Offender Method Other Detail
Attempted Abduction,1245243,Closed,Internet,3/9/2015,12:15 PM,School - Bus Stop,14325 S Springview Pkwy & 1110 West,Bluffdale,UT,84065,Salt Lake,528261,,,,,,Asian,,,,,,Male,,,,,,6,,,,,,Male,Female,,White,White,,,,,20-29,20-29,,Sport Utility,,Silver,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1266945,Closed,Internet,3/1/2016,12:00 AM,Recreational - Other,1435 E Roseville Pkwy,Roseville,CA,95661,Placer,560777,,,,,,Unknown,,,,,,Male,,,,,,16,,,,,,Male,,,White,,,61,,,,,,,,,,Unknown,Exposure,0,0,0,0,-1,None
Attempted Abduction,1268846,Closed,Internet,5/23/2016,5:20 PM,School - Facility,14359 2nd St,Whittier,CA,90605,Los Angeles,563530,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,50,,,,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1210377,Closed,Internet,1/25/2013,7:50 AM,Street,14400 W 67th St,Shawnee,KS,66203,Johnson,480642,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,Male,,White,Black,,,,,Unknown,Unknown,,"Sedan, 4 door",,Gold,,Ran Away,,0,0,0,0,-1,Come to my house
Attempted Abduction,1243714,Closed,Internet,1/30/2015,5:30 PM,School - Facility,14920 Spring St SW,Lakewood,WA,98439,Pierce,525861,,,,,,White,,,,,,Male,,,,,,12,,,,,,Male,,,White,,,59,,,,,,,,,,Ignored/Refused,,0,0,0,0,-1,None
Attempted Abduction,1252826,Closed,Internet,8/10/2015,2:20 PM,Street,14th St & Hampshire St,Buffalo,NY,14213,Erie,540692,,,,,,Hispanic,,,,,,Female,,,,,,5,,,,,,Male,,,Black,,,,,,Unknown,,,Van,,Blue,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1218140,Closed,Internet,5/25/2013,12:00 AM,Street,14th St & Highland St,Clarkston,WA,99403,Asotin,489551,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Female,,,Unknown,,,26,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1223354,Closed,Internet,9/10/2013,7:50 AM,Street,14th St & Pinemere Ave,Lakewood,NJ,08701,Ocean,495927,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,29,,,,,,Pickup Truck,,Black,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1226741,Closed,Internet,12/17/2013,12:00 AM,Street,14th St & Superior Blvd,Wyandotte,MI,48192,Wayne,500878,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Sport Utility,,Black,,Ran Away,,0,0,0,0,-1,Parent sent
Attempted Abduction,1201241,Closed,Internet,8/20/2012,2:00 PM,Other,150 S Main St,Lakeport,CA,95453,Lake,470574,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,White,,,,,,Unknown,,,Sport Utility,,White,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1211833,Closed,Internet,10/6/2012,12:50 PM,Street,1500 22nd Av Heights,Meridian,MS,39301,Lauderdale,482272,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,,,,24-29,,,Pickup Truck,,Black,,Fought/Broke Free,,0,0,0,0,-1,Unknown
Attempted Abduction,1194206,Closed,Internet,4/21/2012,12:00 AM,Street,1500 Getty St,Muskegon,MI,49442,Muskegon,462853,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,50-60,,,"Sedan, 4 door",,Silver,,None,,0,0,0,0,-1,Conversation
Attempted Abduction,1233609,Closed,Internet,6/11/2014,4:00 PM,Street,1500 Greenlawn Blvd,Round Rock,TX,78664,Williamson,511054,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Unknown,Male,Male,Unknown,Hispanic,Black,,,,Unknown,17-19,17-19,"Sedan, 4 door",,"Blue, Dark",,Ignored/Refused,Ran away,0,0,0,0,-1,Ordered child into vehicle
Attempted Abduction,1189087,Closed,Internet,2/10/2012,9:20 AM,Street,1500 I St,Brawley,CA,92227,Imperial,457279,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,Hispanic,,,40,,,,,,,,,,Fought/Broke Free,Ran Away,0,0,0,0,-1,None
Attempted Abduction,1209481,Closed,Internet,1/19/2013,12:00 AM,Home - Residence,1500 Manhattan Av,Union City,NJ,07087,Hudson,479640,,,,,,Unknown,,,,,,Female,,,,,,5,,,,,,Male,,,Hispanic,,,30,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1189226,Closed,Internet,2/15/2012,3:30 PM,Street,1500 N Foote Ave,Colorado Springs,CO,80909,El Paso,457431,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,White,,,,,,25,,,Van,,White,,Ignored/Refused,Ran Away,0,0,0,0,-1,Know Parents
Attempted Abduction,1229910,Closed,Internet,11/6/2012,3:45 PM,Street,1500 Pierce St,Sioux City,IA,51105,Woodbury,505542,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Hispanic,,,29,,,,,,Sport Utility,,Unknown,,Other,Suspect left the area,0,0,0,0,-1,Impersonating Officer
Attempted Abduction,1249162,Closed,Internet,5/26/2015,10:00 PM,Athletic Field,1500 Rte 66,Tucumcari,NM,88401,Quay,534582,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1236190,Closed,Internet,8/5/2014,12:00 AM,Street,1500 S 14th St,Adel,IA,50003,Dallas,514774,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1278993,Closed,Internet,10/6/2016,1:11 AM,Home - Residence,1500 W Evans St,San Bernardino,CA,92411,San Bernardino,577381,,,,,,White,,,,,,Female,,,,,,12,,,,,,Male,,,Black,,,30,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1283579,Closed,Internet,12/4/2016,3:30 PM,Retail - Other,1500 W Imperial Hwy,La Habra,CA,90631,Orange,583441,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,,,,53,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1274821,Closed,Internet,8/12/2016,12:00 AM,Street,15050 Q St,Omaha,NE,68137,Douglas,571815,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Truck,,Black,,Unknown,,0,0,0,0,-1,Question
Attempted Abduction,1274822,Closed,Internet,8/15/2016,12:00 AM,Street,15050 Q St,Omaha,NE,68137,Douglas,571816,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Truck,,Black,,Unknown,,0,0,0,0,-1,Question
Attempted Abduction,1193726,Closed,Internet,4/26/2012,3:00 PM,School - Facility,1507 E 3rd St,Juneau,AK,99824,Juneau,462333,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,30-49,,,"Sedan, 4 door",,"Green, Dark",,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1249316,Closed,Internet,5/29/2015,7:30 AM,School - Facility,1520 E 8th St,Beaumont,CA,92223,Riverside,534799,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Unknown,Male,,Unknown,Hispanic,,,,,Unknown,18-20,,Truck,,Black,,Adult/Child Intervened,,0,0,0,-1,-1,Questions
Attempted Abduction,1278746,Closed,Internet,10/7/2016,5:30 PM,Park,15251 Cheshire St,La Mirada,CA,90638,Los Angeles,577067,,,,,,Unknown,,,,,,Female,,,,,,3,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,Tan,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1271262,Closed,Internet,6/24/2016,3:45 PM,Recreational - Other,1550 Taft Ave,Oshkosh,WI,54902,Winnebago,566872,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,48,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1206637,Closed,Internet,11/24/2012,2:00 PM,Retail - Mall/ Shop Ctr,1561 Rio Rd E,Charlottesville,VA,22901,Albemarle,476490,,,,,,Unknown,,,,,,Female,,,,,,2,,,,,,Male,,,Black,,,46,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1295764,Closed,Internet,7/12/2016,12:00 AM,Retail - Other,1590 Dunlawton Ave,Port Orange,FL,32127,Volusia,599403,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,27,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1217552,Closed,Internet,5/26/2013,8:30 PM,Street,15th Ave & Emery St,Longmont,CO,80501,Boulder,488842,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,,,,20-29,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1259018,Closed,Internet,11/30/2015,12:00 AM,Trans Facility,160 Dixon School Rd,Holly Ridge,NC,28445,Onslow,549484,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,28,,,,,,,,Silver,,Other,School bus/suspect drove away,0,0,0,0,-1,None
Attempted Abduction,1259020,Closed,Internet,12/1/2015,12:00 AM,Trans Facility,160 Dixon School Rd,Holly Ridge,NC,28445,Onslow,549483,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,28,,,,,,,,Silver,,Other,School bus/suspect drove away,0,0,0,0,-1,None
Attempted Abduction,1250137,Closed,Internet,6/5/2015,10:41 AM,Auto / Vehicle,160 N Main St,Milpitas,CA,95035,Santa Clara,536109,,,,,,Unknown,,,,,,Male,,,,,,3,,,,,,Male,,,Black,,,23,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1261870,Closed,Internet,1/22/2016,8:22 AM,Street,160 Passaic Ave,Lockport,NY,14094,Niagara,553519,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Van,,Black,,Unknown,,0,0,0,0,-1,Plastic bag; Unknown
Attempted Abduction,1191928,Closed,Internet,3/28/2012,8:00 AM,Street,1600 Corporate Dr,Ladera Ranch,CA,92694,Orange,460396,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Asian,,,73,,,,,,,,,,None,,0,0,0,0,-1,None
Attempted Abduction,1211839,Closed,Internet,2/27/2013,12:00 AM,Home - Residence,1600 E Anderson St,Stockton,CA,95205,San Joaquin,482278,,,,,,White,,,,,,Female,,,,,,3,,,,,,Female,,,White,,,29,,,,,,,,,,Ignored/Refused,,0,0,0,0,-1,None
Attempted Abduction,1247191,Closed,Internet,4/16/2015,7:45 AM,Street,1600 E Davis Ave,Dinuba,CA,93618,Tulare,531315,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,40-45,,,"Sedan, 4 door",,White,,Ignored/Refused,Ran away,0,0,0,0,-1,Conversation
Attempted Abduction,1241208,Closed,Internet,11/8/2014,2:20 PM,Retail - Food/Conv/Gas,1600 El Camino Real Hwy,South San Francisco,CA,94080,San Mateo,522180,,,,,,Unknown,,,,,,Female,,,,,,2,,,,,,Male,,,Unknown,,,44,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1211034,Closed,Internet,2/4/2013,5:15 PM,Street,1600 Emerson St,Palo Alto,CA,94301,San Mateo,481373,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,30,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1278480,Closed,Internet,10/5/2016,12:00 AM,Street,1600 Shady Ln,Belton,TX,76513,Bell,576700,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,34,,,,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1253667,Closed,Internet,8/26/2015,8:30 AM,Street,1600 Temescal Ave,Norco,CA,92860,Riverside,541948,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,30-39,,,,,,,Ignored/Refused,,0,0,0,0,-1,Advances
Attempted Abduction,1262725,Closed,Internet,2/10/2016,7:20 AM,Street,1600 W Cucharras St & S 17th St,Colorado Springs,CO,80904,El Paso,554744,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,20-29,,,,,,,Ran Away,,0,0,0,0,-1,Comments
Attempted Abduction,1280619,Closed,Internet,10/28/2016,12:00 AM,Street,1600 W Randol Mill Rd,Arlington,TX,76012,Tarrant,579573,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,White,,Released,,0,0,0,0,-1,Comments
Attempted Abduction,1268925,Closed,Internet,5/17/2016,5:30 PM,Street,1600 Westwick Ave,Norfolk,NE,68701,Madison,563640,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,49,,,,,,Pickup Truck,,,,Other,Suspect left the scene,0,0,0,0,-1,None
Attempted Abduction,1262354,Closed,Internet,2/5/2016,11:15 AM,School - Bus Stop,16000 Hubbell Ave,Detroit,MI,48227,Wayne,554194,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,,,,60,,,,,Gray,,Fought/Broke Free,Child struck suspect w/objects; Ran away,0,0,0,0,-1,None
Attempted Abduction,1228833,Closed,Internet,1/25/2014,5:30 PM,Street,16000 Monterey Rd,Morgan Hill,CA,95037,Santa Clara,504023,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Asian,,,,,,32-38,,,Van,,White,,Ran Away,,0,0,0,0,-1,Compliment
Attempted Abduction,1257035,Closed,Internet,10/22/2015,12:00 AM,Other,16000 Tuscola Rd,Apple Valley,CA,92307,San Bernardino,546692,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,20-25,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1227228,Closed,Internet,11/16/2013,3:30 PM,Other,1601 Nasa Pkwy - NASA Space Center,Houston,TX,77058,Harris,501599,,,,,,Unknown,,,,,,Female,,,,,,6,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1209607,Closed,Internet,1/10/2013,12:00 AM,Street,1601 S Melrose Dr,Vista,CA,92081,San Diego,479779,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Unknown,,,,,,30-40,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1225772,Closed,Internet,9/6/2013,12:00 AM,Home - Houseboat/Trailer,1604 Hodgesville Rd,Dothan,AL,36301,Houston,499465,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,"Sedan, 4 door",,,,Released,,0,0,0,0,-1,None
Attempted Abduction,1226308,Closed,Internet,12/11/2013,1:30 PM,School - Facility,1614 Chambers St - Bastrop HS,Bastrop,TX,78602,Bastrop,500268,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Hispanic,,,,,,30-49,,,Pickup Truck,,Black,,Released,,0,0,0,0,-1,None
Attempted Abduction,1245303,Closed,Internet,3/10/2015,7:20 AM,Street,1615 66th St,Brooklyn,NY,11204,New York,528355,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Hispanic,,,21,,,,,,,,,,Other,The suspect fled on foot,0,0,0,0,-1,None
Attempted Abduction,1266972,Closed,Internet,3/30/2016,5:30 PM,Street,163 Border St,Northbridge,MA,01588,Worcester,560812,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Female,,,Unknown,,,,,,Unknown,,,,,,,Other,Suspect left the area,0,0,0,0,-1,None
Attempted Abduction,1265169,Closed,Internet,3/26/2016,7:46 PM,Home-Other,1630 316th St NW,Stanwood,WA,98292,Snohomish,558248,,,,,,Hispanic,,,,,,Female,,,,,,10,,,,,,Male,,,White,,,,,,Unknown,,,,,Silver,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1244109,Closed,Internet,2/10/2015,7:20 AM,Street,165 Kaiholu St,Kailua,HI,96734,Honolulu City,526467,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,White,,Ran Away,,0,-1,0,0,0,
Attempted Abduction,1251040,Closed,Internet,7/4/2015,3:05 PM,Retail - Food/Conv/Gas,1680 Fort Campbell Blvd,Clarksville,TN,37042,Montgomery,537623,,,,,,Hispanic,,,,,,Male,,,,,,1,,,,,,Male,,,Hispanic,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1202018,Closed,Internet,8/26/2012,6:30 PM,Home - Residence,16900 Southeast Lafayette St,Portland,OR,97236,Multnomah,471413,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,Unknown,,,17,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1260467,Closed,Internet,11/29/2015,2:00 AM,Retail - Food/Conv/Gas,16925 W Bell Rd,Surprise,AZ,85388,Maricopa,551481,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,25-35,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1224822,Closed,Internet,10/28/2013,3:30 PM,School - Bus Stop,169th St & S 88th Ave,Orland Hills,IL,60487,Cook,498081,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,Male,,White,Unknown,,,,,16-25,Unknown,,,,Red,,Released,,0,0,0,0,-1,None
Attempted Abduction,1269269,Closed,Internet,5/28/2016,10:00 AM,Street,16th Ave & 80th St,Brooklyn,NY,11214,New York,564108,,,,,,Unknown,,,,,,Female,,,,,,3,,,,,,Female,,,Asian,,,,,,30-39,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1226740,Closed,Internet,12/6/2013,12:00 AM,Street,16th St & Antoine St,Wyandotte,MI,48192,Wayne,500877,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,Unknown,,,"Sedan, 4 door",,Gray,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1202173,Closed,Internet,9/4/2012,12:00 AM,Home - Residence,17 Mile Rd & Division Av,Tyrone,MI,49330,Kent,471585,,,,,,Unknown,,,,,,Male,,,,,,2,,,,,,Male,,,White,,,,,,20,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1200437,Closed,Internet,8/9/2012,10:15 AM,Home - Residence,1700 Beaver St,Parkersburg,WV,26101,Wood,469693,,,,,,Unknown,,,,,,Male,,,,,,5,,,,,,Male,,,White,,,,,,50-60,,,Van,,Gray,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1230225,Closed,Internet,2/11/2014,8:20 AM,Street,1700 Caliente Ave,San Diego,CA,92154,San Diego,506020,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,Hispanic,,,,,,30-40,,,Van,,"Blue, Light",,Ignored/Refused,The child refused to get into the van,0,0,0,0,-1,Ordered child into vehicle
Attempted Abduction,1197624,Closed,Internet,6/20/2012,12:00 AM,Home - Residence,1700 Cooper Point Rd,Olympia,WA,98502,Thurston,466606,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Unknown,,,,,,28,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1231630,Closed,Internet,3/31/2014,8:30 PM,Home - Residence,1700 Fairburn Rd,Atlanta,GA,30331,Fulton,508129,,,,,,Black,,,,,,Male,,,,,,9,,,,,,Male,,,Black,,,,,,24-29,,,"Sedan, 4 door",,,,Released,,0,0,-1,0,0,
Attempted Abduction,1216093,Closed,Internet,5/15/2013,6:30 PM,Home - Residence,1700 Indian School Rd NW,Albuquerque,NM,87104,Bernalillo,487175,,,,,,Unknown,,,,,,Female,,,,,,4,,,,,,Male,,,Hispanic,,,31,,,,,,"Sedan, 4 door",,Silver,,Released,,0,0,0,0,-1,None
Attempted Abduction,1212914,Closed,Internet,3/27/2013,12:00 AM,Street,1700 Leslie St,San Mateo,CA,94402,San Mateo,483885,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,19,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1278277,Closed,Internet,10/4/2016,4:45 PM,Street,1700 Maryland Ave,Covington,KY,41014,Kenton,576441,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,30-39,,,,,Black,,Fought/Broke Free,Screamed; Ran away,0,0,0,0,-1,None
Attempted Abduction,1240251,Closed,Internet,11/6/2014,5:00 PM,Street,1700 Robert Lewis Ave,Upper Marlboro,MD,20774,Prince George's,520748,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1267918,Closed,Internet,5/5/2016,5:21 PM,Unknown,1700 Sam Houston Dr,Victoria,TX,77901,Victoria,562213,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,Gray,,Other,The suspect drove away,0,0,0,0,-1,Unknown
Attempted Abduction,1191926,Closed,Internet,3/25/2012,2:06 PM,Home - Residence,1700 School St,Anderson,CA,96007,Shasta,460392,,,,,,Unknown,,,,,,Unknown,,,,,,3,,,,,,Female,,,White,,,38,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1187122,Closed,Internet,1/2/2012,8:00 PM,Home - Residence,17000 Main St,La Puente,CA,91744,Los Angeles,455100,,,,,,Hispanic,,,,,,Female,,,,,,14,,,,,,Male,,,Hispanic,,,,,,18-22,,,,,,,Released,,0,0,0,0,-1,Conversation
Attempted Abduction,1263877,Closed,Internet,3/6/2016,8:00 AM,Med - Hospital,1701 Oak Park Blvd,Lake Charles,LA,70601,Calcasieu,556441,,,,,,Unknown,,,,,,Male,,,,,,1 month,,,,,,Female,,,Unknown,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1253967,Closed,Internet,8/29/2015,9:15 PM,Retail - Food/Conv/Gas,1709 Washington St,Lincoln,NE,68502,Lancaster,542404,,,,,,Unknown,,,,,,Female,,,,,,3,,,,,,Male,,,Black,,,33,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1272922,Closed,Internet,7/17/2016,12:00 AM,Retail - Food/Conv/Gas,17105 San Carlos Blvd,Fort Myers Beach,FL,33931,Lee,569197,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,White,,,,,,50-60,,,,,Dark,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1240243,Closed,Internet,11/8/2014,1:12 PM,School - Facility,1714 Burlington Dr,Salinas,CA,93906,Monterey,520738,,,,,,Unknown,,,,,,Male,,,,,,5,,,,,,Female,,,Unknown,,,,,,Unknown,,,,,Silver,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1228312,Closed,Internet,1/29/2014,3:30 PM,Home - Residence,1714 Wirt Rd,Houston,TX,77055,Harris,503203,,,,,,Unknown,,,,,,Female,,,,,,6,,,,,,Male,,,Hispanic,,,23,,,,,,Sport Utility,,Gray,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1202866,Closed,Internet,9/17/2012,12:00 AM,Park,175 Ozora Rd,Loganville,GA,30052,Walton,472356,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1284583,Closed,Internet,12/20/2016,2:00 PM,Parking Lot/Garage,1780 Tilden Ridge Dr,Hamburg ,PA,19526,Berks,584799,,,,,,Unknown,,,,,,Male,,,,,,16,,,,,,Unknown,Male,,Unknown,White,,,,,Unknown,Unknown,,Sport Utility,,Black,,Ignored/Refused,,0,0,0,0,-1,Video game/prize
Attempted Abduction,1254900,Closed,Internet,8/29/2015,1:35 PM,Retail - Other,1786 Hilliard Rome Rd,Columbus,OH,43228,Franklin,543816,,,,,,Unknown,,,,,,Unknown,,,,,,13,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1263482,Closed,Internet,2/25/2016,8:30 AM,Street,17th Ave & Felt St,Santa Cruz,CA,95062,Santa Cruz,555894,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,50,,,,,Gold,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1267027,Closed,Internet,3/3/2016,12:00 AM,School - Bus Stop,17th St & Holmes Rd,Greensboro,NC,27405,Guilford,560882,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1273009,Closed,Internet,7/20/2016,9:30 PM,Street,1800 39th Ave,Albany,OR,97322,Linn,569312,,,,,,Unknown,,,,,,Male,,,,,,15,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,White,,Ignored/Refused,Ran away,0,0,0,-1,-1,Parent sent
Attempted Abduction,1306515,Closed,Internet,12/7/2016,4:00 PM,Street,1800 E Capitol St SE,Washington,DC,20002,District of Columbia,613828,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Black,,,48,,,,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1218541,Closed,Internet,6/20/2013,12:00 AM,Street,1800 E Caracas Ave,Hershey,PA,17033,Dauphin,490015,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,White,,,45,,,,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1194192,Closed,Internet,4/28/2012,3:55 AM,Home - Residence,1800 Estero Court,San Jacinto,CA,92583,Riverside,462837,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Hispanic,,,30,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
